ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Multicellular complex forming ability
13394,D10,"DSM 44984, CGMCC 4.3143, JCM 13909",1,Pseudonocardia oroxyli,GCA_900102195,0
13370,592,"DSM 44248, IFO 16205, NBRC 16205, JCM 10411, CGMCC 4.1533, CIP 105686, IMSNU 22143, NCIMB 13545, VTT E-073032",1,Pseudonocardia sulfidoxydans,GCA_007989085,1
13395,K1,"DSM 44239, CIP 109050, CCUG 52126, JCM 14745",1,Pseudonocardia tetrahydrofuranoxydans,GCA_001313405,0
13359,,"DSM 43832, ATCC 19285, CBS 277.66, IAM 14290, JCM 3095, NCIB 10079, BCRC 12539, CGMCC 4.1303, IFO 15559, KCTC 9151, NBRC 15559, NCIMB 10079, NRRL B-1978, VKM Ac-896",1,Pseudonocardia thermophila,GCA_900142365,0
158527,GYP-11,"CGMCC 1.15125, KCTC 42509",1,Pyruvatibacter mobilis,GCA_009910475,1
13529,YLM-1,"DSM 4813, ATCC 49628, DSM 46362, IFO 14760, JCM 6097, NBRC 14760, CIP 103380, NCIMB 12724",1,Rarobacter faecitabidus,GCA_006716265,0
7484,"66-807, NCCPB 2253","DSM 7484, ICMP 3496, NCPPB 2253, VKM Ac-1602, CCUG 23897, LMG 3677, JCM 9308, CECT 4208, CFBP 807, CIP 104037, ICPB CI148, PDDCC 3496",1,Rathayibacter iranicus,GCA_002933035,0
7482,CE4,"DSM 7485, ICMP 2574, NCPPB 2980, VKM Ac-1601, JCM 9307, CECT 4210, CFBP 2406, CIP 104036, LMG 7288",1,Rathayibacter rathayi,GCA_004011095,0
7483,CS14,"DSM 7488, ATCC 49908, ICMP 9525, NCPPB 3552, JCM 9669, CIP 104617, VKM Ac-1600",1,Rathayibacter toxicus,GCA_000425325,0
7485,CT102,"CCUG 23914, LMG 3728, CIP 104038, DSM 7486, ATCC 11403, ICMP 2626, NCPPB 1857, VKM Ac-1603, JCM 9309, CFBP 1385, ICPB CT102, PDDCC 2626",1,Rathayibacter tritici,GCA_002932875,0
7573,B-1973,"DSM 7307, ATCC 19584, CECT 908, LMG 16473, NCIMB 9729, NRRL B-1973, JCM 11566, BCRC 14858, CIP 82.105, IAM 14871, KCTC 3388, LMG 17310, MTCC 22, NCFB 2326, PCM 2469, NCDO 2326",1,Rhizobium viscosum,GCA_014873945,0
11035,10BC-312,"DSM 44752, NCIMB 13964, JCM 14343, CIP 108427",1,Rhodococcus aetherivorans,GCA_009176285,0
10866,"A-0201, N11","DSM 43066, ATCC 25544, ATCC 4277, CBS 266.39, CCM 277, CIP 104179, DSM 763, IFO 15567, JCM 3201, NBRC 15567, NCIB 11148, NCIB 9158, NRRL B-16025, BCRC 10909, CCT 1878, CCUG 23603, CECT 3013, CGMCC 1.2362, CGMCC 4.1814, CIP 104662, DSM 743, HAMBI 1953, IAM 12122, IFM 0165, IMET 7462, IMSNU 20115, JCM 20419, KCTC 1062, LMG 5359, NBIMCC 1360, NCIMB 11148, NCIMB 9158, NCTC 13021, NRRL B-1532, PCM 2150, VKM Ac-1337, VKM Ac-858",1,Rhodococcus erythropolis,GCA_001552595,0
10991,"544, R 58, R58","DSM 43954, ATCC 25714, IFO 14531, IMET 7543, JCM 7472, NBRC 14531, BCRC 13727, CCM 8449, CGMCC 4.1819, CIP 104174, IAM 15168, IAM 15237, KCTC 9810, NCIMB 12315, NRRL B-16938, PCM 2301",1,Rhodococcus globerulus,GCA_001894805,0
11033,W4937,"DSM 44689, NCTC 13296, JCM 12658, CIP 108424",1,Rhodococcus gordoniae,GCA_001646655,0
10842,,"DSM 20295, ATCC 7005, CCUG 20991, CIP 81.17, JCM 1319, NBRC 103062, NCTC 10673, BCRC 12158, CGMCC 1.1887, IAM 12428",1,Rhodococcus hoagii,GCA_001646645,0
11027,"DNP 505, DNP505","DSM 44498, JCM 10743, KCTC 0569BP, CGMCC 4.1724, CGMCC 4.1822, CIP 106721, NBRC 100607, NCIMB 13709",1,Rhodococcus koreensis,GCA_001313625,0
11041,K07-23,"DSM 44908, JCM 13011, MTCC 6634, CIP 109246, NBRC 103113, NCIMB 14317",1,Rhodococcus kroppenstedtii,GCA_001646725,0
160315,NEAU-CX67,"DSM 107701, CCTCC AB 2018233",1,Rhodococcus oryzae,GCA_005049235,0
11026,"LMAU.R292, HAMBI, MBS 1","DSM 44240, CIP 104964, HAMBI 1752, LMAU R292, JCM 10087",1,Rhodococcus opacus,GCA_014138705,0
11029,,"DSM 44555, KCCM 80005, KCTC 0647BP, PDB 9, JCM 10940, BCRC 16332, CGMCC 4.1825, CIP 107477, NBRC 100608",1,Rhodococcus pyridinivorans,GCA_001313645,0
10893,"B/O, N 445, A-0203, N445","DSM 43336, ATCC 35071, KCC A-0203, NCIB 11279, JCM 3203, BCRC 13390, CCUG 23604, CECT 5750, CGMCC 4.1816, CIP 104181, IFM 0149, IMSNU 21249, KCTC 9805, LMG 5363, NBRC 100604, NCIMB 11279, NRRL B-16535, PCM 2157, RIA 1613, VKM Ac-1187",1,Rhodococcus rhodnii,GCA_000720375,0
10908,"372, KMRh","DSM 43241, ATCC 13808, CIP 104376, IMET 7374, KCC A-0202, NCIB 11147, NCTC 10210, CCUG 47165, NRRL B-16536, JCM 3202, BCRC 16333, CECT 5749, CGMCC 1.2348, CGMCC 4.1815, HAMBI 1959, IAM 15167, IFM 0163, IFO 16069, KCTC 9086, LMG 5365, MTCC 265, NBRC 16069, NCIMB 11147, NRRL B-2149, VKM Ac-1227, VKM Ac-1338",1,Rhodococcus rhodochrous,GCA_001047055,0
10927,"M-1, N361, A-0205","CCUG 51069, DSM 43338, IFO 15591, KCC A-0205, NBRC 15591, JCM 3205, BCRC 13379, CGMCC 4.1821, CIP 104180, IFM 0148, KCTC 9806, LMG 5366, VKM Ac-1021",1,Rhodococcus ruber,GCA_001646835,0
158522,C9-28,"DSM 107559, KACC 19823",1,Rhodococcus subtropicus,GCA_005434945,0
11039,,"DSM 44892, CCUG 50202, IMMIB RIV-085, JCM 13396, NBRC 103116",1,Rhodococcus triatomae,GCA_001894965,0
23160,T8,"DSM 45580, CCM 7905, LMG 26204, CCUG 60724",1,Rhodococcus trifolii,GCA_014635345,0
11037,Mb8,"DSM 44783, JCM 11308, NCIMB 13903, CIP 108134, NBRC 100609",1,Rhodococcus tukisamuensis,GCA_001894985,0
11023,N805,"DSM 44107, ATCC 51786, IMRU 878, NCIMB 13082, CCUG 38518, JCM 9689, BCRC 16369, CIP 105033, IMSNU 21173, KCTC 9962, LMG 17999, NBRC 100605, NCTC 13229, VKM Ac-1986",1,Rhodococcus wratislaviensis,GCA_000583735,0
11024,T-1,"DSM 44108, ATCC 51349, JCM 9919, CGMCC 4.1818, CIP 104275, KCTC 19218, KCTC 9812, MTCC 2572, NBRC 100606, NCIMB 13393, NRRL B-16942",1,Rhodococcus zopfii,GCA_001313705,0
7780,"A 1-17B, A1-17B","CCUG 51932, JCM 11412, DSM 14556, GTC 867, CIP 108437, IFM 10514, NCIMB 14248",1,Rothia aeria,GCA_002355935,0
7779,"XDIA, X599","DSM 43762, ATCC 17931, DSM 46363, IFO 12531, JCM 3067, KCC A-0067, NBRC 12531, CCUG 35437, CIP 81.83, NCTC 10917, CDC X599, CCM 7007, IAM 14816, IFM 1284, IMET 11515, IMSNU 21309, KCTC 3204, NRRL B-8017, PCM 2349",1,Rothia dentocariosa,GCA_000164695,0
7661,,"DSM 18442, CCTCC AB 206069, JCM 31975, KCTC 19172, YIM 90716",1,Rothia halotolerans,GCA_004136635,0
7637,PM 129,"DSM 20032, ATCC 27570, CCM 2690, CCUG 33026, JCM 7237, CIP 81.69, GIFU 9131, IAM 13590, IFO 15354, LMG 14215, NBRC 15354, NCIMB 14427, NCTC 11038, NRRL B-14835, VKM Ac-2190, VKM B-1811",1,Rothia kristinae,GCA_001570865,0
17802,,"DSM 21368, CCTCC AB 208069, KCTC 19413, YIM 93306, JCM 19145, NBRC 109067",1,Ruania alba,GCA_900105765,0
8049,Delta3,"DSM 45228, JCM 18305, NBRC 104875",1,Rugosimonospora africana,GCA_016862975,0
13433,NA-128,"DSM 44631, ATCC 43670, IFO 14651, JCM 7551, KCTC 9475, KCTC 9693, MTCC 1552, NBRC 14651, NCIMB 12630, SIIA 86128, BCRC 16220, CGMCC 4.1328, IMSNU 20117, IFO (now NBRC) 14651",1,Saccharomonospora azurea,GCA_000231055,1
13430,"NA-134, IFO(now NBRC) 14841","DSM 44106, ATCC 43724, IFO 14841, JCM 7552, KCTC 9478, KCTC 9659, NBRC 14841, SIIA 88134, CGMCC 4.1327, IMSNU 20119, MTCC 1550, SIIA 86134",1,Saccharomonospora cyanea,GCA_000244975,0
13424,K62,"DSM 43769, IFO 14831, JCM 7444, NBRC 14831, BCRC 16222, CGMCC 4.1329, KACC 20053, KCTC 9479",1,Saccharomonospora glauca,GCA_000243395,0
13432,8,"DSM 44411, JCM 11761, NRRL B-24125, BCRC 16373, CIP 107429, CPCC 203285",1,Saccharomonospora halophila,GCA_000383775,0
13434,,"DSM 44619, CCRC 16315, CCTCC AA 001018, YIM 90007, JCM 13241, BCRC 16315, KCTC 9971, CIP 107982",1,Saccharomonospora iraqiensis subsp. paurometabolica,GCA_000231035,0
13431,XJ-54,"DSM 44391, CCTCC AA 97021, JCM 11270, CGMCC 4.2111",1,Saccharomonospora xinjiangensis,GCA_000258175,0
13467,"05-74, I05-00074","DSM 45119, CCM 7463, KCTC 19303, JCM 16610, CPCC 201024",1,Saccharopolyspora antimicrobica,GCA_003635025,0
13447,,"DSM 43463, AS 4.1704, ATCC 27875, CBS 420.74, DSM 43402, IFO 13919, IMET 9709, IMRU 1558, JCM 3170, KCC A-0170, NBRC 13919, NCIB 11079, NRRL B-5792, CECT 3304, CGMCC 4.1317, CGMCC 4.1493, CGMCC 4.1704, IMSNU 20123, KACC 20037, KCTC 9481, NCIMB 11079, NRRL B-16205, RIA 1561, VKM Ac-666, VKM Ac-693",1,Saccharopolyspora hirsuta,GCA_008630535,0
13454,"A54, A735","DSM 44065, ATCC 49856, IFO 15046, JCM 8090, NBRC 15046, NCIB 12824, IMSNU 20124, KCTC 9485, NCIMB 12824, NRRL B-16507",1,Saccharopolyspora hordei,GCA_013410345,0
13474,SR8.15,"DSM 45584, BCC 35844, NRRL B-24798, TISTR 1921, JCM 16708, NBRC 106097",1,Saccharopolyspora phatthalungensis,GCA_000715915,0
13441,,"DSM 43747, ATCC 33515, BKM A-810, INMI 683, KCC A-0057, VKM A-810, VKM Ac-810, JCM 3057, CGMCC 4.1362, IFM 0101, IFM 10562, IFM 1130, IFO 12464, IMSNU 20125, KACC 20055, KCTC 9487, MTCC 1547, NBRC 12464, NCIMB 12296, NRRL B-16280",1,Saccharopolyspora rectivirgula,GCA_000497205,0
166478,H219,"TBRC 8564, NBRC 113388",1,Saccharopolyspora rhizosphaerae,GCA_003931915,1
13455,,"DSM 44228, ATCC 49460, NRRL 18395, JCM 9375, BCRC 16299, CGMCC 4.1365, CPCC 204088, IFO 15153, KACC 20097, NBRC 15153",1,Saccharopolyspora spinosa,GCA_000194155,0
13479,"LL-BM 782Ce82, LL-BM 782Ce82 (American Cyanamid Co.)","DSM 43800, ATCC 31497, IAM 14291, IFO 14444, JCM 3370, NBRC 14444, NCIMB 13188, NRRL 11239, CGMCC 4.1355, IMSNU 21246, KACC 20020, KCTC 9193, KCTC 9388, VKM Ac-894",1,Saccharothrix australiensis,GCA_003634935,0
13475,,"DSM 43679, ATCC 35108, INA 1335, JCM 3313, BCRC 13313, CGMCC 4.1356, IFO 14520, IMET 9602, IMSNU 21357, KCTC 9389, NBRC 14520, NRRL B-16115, VKM Ac-855",1,Saccharothrix coeruleofusca,GCA_014648515,0
13480,,"DSM 43886, ATCC 51364, IFO 14523, IMET 9675, INA 2240, JCM 6844, NBRC 14523, BCRC 16262, CGMCC 4.1716, KCTC 9398, NRRL B-16468, VKM Ac-1858",1,Saccharothrix syringae,GCA_000716755,0
13484,,"DSM 44231, ATCC 51593, IFO 14971, JCM 9113, NBRC 14971, NCIMB 13186, NRRL B-16134, CGMCC 4.1713, IMSNU 21343, KCTC 9399, VKM Ac-1968",1,Saccharothrix texasensis,GCA_003752005,0
13490,YU 692-1,"DSM 45084, KCTC 19326, NBRC 102064, JCM 16955",1,Saccharothrix violaceirubra,GCA_014203755,0
8027,,"DSM 44819, ATCC BAA-917, CIP 108942, JCM 13856, CNH 643, BCRC 16821, NBRC 105043",1,Salinispora arenicola,GCA_000259615,0
167407,CNY-202,"DSM 108615, CECT 9739",1,Salinispora cortesiana,GCA_000484695,0
8026,,"DSM 44818, ATCC BAA-916, CIP 108943, JCM 13857, CNB 440, BCRC 16822, NBRC 105044",1,Salinispora tropica,GCA_000016425,0
14042,,"DSM 18966, JCM 14623, KCTC 13143, Kopri 21702",1,Sanguibacter antarcticus,GCA_002564005,0
14038,ST-74,"DSM 10542, ATCC 51767, CECT 4540, NCFB 3025, CCUG 36690, JCM 11429, CGMCC 1.3608, CIP 106323, IFO 16158, NBRC 16158, NCIMB 703025",1,Sanguibacter keddieii,GCA_000024925,0
14039,ST-26,"DSM 10543, NCFB 3023, CCUG 36691, JCM 11430, ATCC 51766, CECT 4539, CGMCC 1.3609, CIP 106322, IFO 16159, NBRC 16159, NCIMB 703023",1,Sanguibacter suarezii,GCA_001552735,0
14050,,"DSM 44985, ATCC BAA-972, CDC 1076, CIP 108378, JCM 13578, CCUG 50837",1,Segniliparus rotundus,GCA_000092825,0
1681,Kis4-28,"DSM 21801, NBRC 104924",1,Serinibacter salmoneus,GCA_002563925,0
6283,JC1078,"DSM 15273, IMSNU 14026, KCTC 9980, CCUG 51944, JCM 13024, CIP 108477",1,Serinicoccus marinus,GCA_000421245,0
6284,0714S6-1,"DSM 21363, CGMCC 4.5582, NBRC 110789, MCCC 1A05965, JCM 17740",1,Serinicoccus profundi,GCA_000224715,0
164598,KC615,"JCM 33532, CGMCC 4.7616",1,Shimazuella alba,GCA_009831235,1
7790,"A 9.2, A9.2","DSM 20127, ATCC 13752, CCM 1645, CGMCC 1.1891, JCM 1329, NCIB 9220, BCRC 10953, CCUG 23838, CCUG 23884, CDA 852, CIP 102365, IAM 12339, IFO 12670, IFO 12956, IMET 10432, KCCM 41106, KCTC 3377, LMG 3814, NBIMCC 2007, NBRC 12670, NBRC 12956, NCAIM B.02134, NCIMB 9220, NRRL B-4200, VKM Ac-1104",1,Sinomonas atrocyanea,GCA_001577305,0
17889,6014,"DSM 45181, BCC 55026, KCTC 19655, TBRC 2209, JCM 19962, CPCC 201354",1,Sinosporangium album,GCA_900100605,0
11054,Hou_blue,"DSM 44881, CIP 109538, MBIC 06267, JCM 14666, IFM 10815, NBRC 103563",1,Smaragdicoccus niigatensis,GCA_000380645,0
21078,So ce836,DSM 105867,0,Sorangium sp.,GCA_004135755,1
158504,C1-50,"DSM 100066, KCTC 39557",1,Specibacter cremeus,GCA_003946885,0
16526,"T-1, A-0151","DSM 43048, ATCC 27303, JCM 3151, KCC A-0151, NBRC 14179, BCRC 12464, CBS 265.72, CIP 105593, HUT 6621, IFM 1287, IFO 14179, IMSNU 22109, KCTC 9241, NCIMB 11544, NRRL B-16986, PCM 2580, VKM Ac-1953, VTT E-89374, CCRC 12464",1,Sphaerimonospora mesophila,GCA_001313685,0
16627,,"DSM 45172, BCC 39202, CCTCC AA 208026, JCM 16907, TBRC 579, YIM 48782",1,Sphaerisporangium album,GCA_003323745,0
16621,"FYU S-20, MB-T 8","DSM 43801, ATCC 33328, CBS 432.61, JCM 3027, KCC A-0027, NRRL B-2636, BCC 36188, BCRC 13359, CGMCC 4.1344, CGMCC 4.2115, CGMCC 4.5519, IFO 13987, KCTC 9435, NBRC 13987, RIA 768, TBRC 574, VKM Ac-679",1,Sphaerisporangium viridialbum,GCA_000715975,0
8028,YU 127-1,"DSM 44325, IFO 15828, NBRC 15828, JCM 10032, CGMCC 4.5503, VKM Ac-1993",1,Spirilliplanes yamanashiensis,GCA_016863475,0
16916,UNCC 1030,"DSM 43034, ATCC 15331, CBS 291.64, IFO 12248, KCC A-0041, NBRC 12248, JCM 3041, BCRC 13427, IFM 1140, IMET 9031, IMSNU 20128, KACC 20036, KCTC 9179, KCTC 9488, NCIMB 13270, NRRL B-3350, VKM Ac-670, VKM Ac-926",1,Spirillospora albida,GCA_000718255,0
158470,LHW63015,"DSM 106635, CCTCC AA 2018019",1,Spongiactinospora rosea,GCA_003315795,0
14382,,"DSM 43042, ATCC 23823, IFO 12702, IMRU 3913, KCC A-0089, NBRC 12702, JCM 3089, BCRC 13424, IFM 1245, IMSNU 21310, KACC 20041, KCTC 9797, NRRL B-3709, VKM Ac-1863",1,Sporichthya polymorpha,GCA_000384115,0
5849,,"DSM 45044, CCTCC AA 206003, YIM 45751, JCM 18122",1,Stackebrandtia albiflava,GCA_007994225,0
3697,Sg h20,"DSM 14722, CIP 109130, JCM 12640",1,Stigmatella hybrida,GCA_020103775,1
14872,JL415,"DSM 41754, KCTC 9912, JCM 12364, BCRC 16806, CGMCC 4.1810, NBRC 100919, NCIMB 13798",1,Streptacidiphilus carbonis,GCA_000787775,0
159753,MMS16-CNU450,"KCTC 49008, JCM 32300",1,Streptacidiphilus pinicola,GCA_003258295,1
16385,SF0p68,"DSM 41836, CGMCC 4.1985, NCIMB 13954, JCM 14344, VTT E-072715",1,Streptantibioticus ferralitis,GCA_029223525,0
13492,"Bristol Labs C 677-91, FERM-P 4070","DSM 44523, ATCC 31217, FERM P-4070, IFO 14056, JCM 3268, NCIB 12539, NRRL B-11280, IFO 15115, IMSNU 21311, KACC 20012, KCTC 9126, KCTC 9183, KCTC 9219, NBRC 14056, NBRC 15115, NCIMB 12539, VKM Ac-683",1,Streptoalloteichus hindustanus,GCA_900129375,1
157127,,"CCUG 69612, CECT 9179",1,Streptococcus ovuberis,GCA_012396585,1
158414,HTS25,"DSM 101998, CGMCC 1.15531",1,Streptococcus respiraculi,GCA_003595525,1
16142,AS-803,"DSM 40831, ATCC 12766, CBS 487.62, NRRL B-1518, RIA 497, JCM 4002, BCRC 12461, CGMCC 4.1662, CIP 108146, IFO 13860, KCTC 9662, KCTC 9741, NBIMCC 1606, NBRC 13860, NCB 260, NRRL B-2113, PCM 2364, CCRC 12461, KCC S-0002, IAM 0001, AS 4.1162, CGMCC 4.1162",1,Streptomyces abikoensis,GCA_014648775,0
170920,CHI39,NBRC 110469,1,Streptomyces abyssomicinicus,GCA_008974245,0
14881,Z-4-1,"DSM 40028, ATCC 12767, ATCC 19719, CBS 458.68, IFO 12735, ISP 5028, JCM 4121, NBRC 12735, RIA 1000, BCRC 11618, CECT 3074, CGMCC 4.1075, IAM 12360, IFM 1173, IFO 16791, IMET 43080, IMSNU 20130, JCM 4561, KCTC 1740, MTCC 931, NBRC 16791, NRRL B-2120, PCM 2365, RIA 756, VKM Ac-1258",1,Streptomyces achromogenes subsp. achromogenes,GCA_000720835,0
167975,K1PN6,"NBRC 114304, TBRC 11341, DSM 114153",1,Streptomyces acidicola,GCA_009377235,1
16315,RL-110,"DSM 41668, ATCC 49003, JCM 7913, CFBP 4539, CGMCC 4.1789, ICMP 12536, KACC 20125, KCTC 9736, LMG 19856, NCPPB 4072, NRRL B-16524",1,Streptomyces acidiscabies,GCA_002150705,0
158532,RCU-197,"JCM 30864, TISTR 2208, PCU 342, DSM 111126",1,Streptomyces actinomycinicus,GCA_016741775,1
16310,SF 2415,"DSM 41644, IFO 14824, JCM 6055, NBRC 14824, BCRC 16846, CGMCC 4.1907, IFO 14642, KCTC 9680, LMG 19906, NBRC 14642, NRRL B-24312",1,Streptomyces aculeolatus,GCA_020400605,0
140494,"WH-9, IMER00657","NBRC 109810, KACC 17197, DSM 111621",1,Streptomyces adustus,GCA_009377175,1
14886,772,"DSM 40228, ATCC 23871, CBS 610.68, IFO 12831, ISP 5228, JCM 4340, NBRC 12831, RIA 1169, BCRC 12056, CCT 5011, CGMCC 4.1689, IMET 42942, KCTC 9743, NRRL B-5621, VKM Ac-703",1,Streptomyces afghaniensis,GCA_000415505,0
16378,CPJVR-H,"DSM 41829, NBRC 101005, NRRL B-24243, JCM 13243",1,Streptomyces africanus,GCA_002150735,0
14888,13246,"DSM 40478, ATCC 14698, CBS 698.72, IFO 13397, ISP 5478, JCM 4715, KCC S-0715, NBRC 13397, RIA 1358, CECT 3226, CGMCC 4.1580, IMSNU 20132, KCTC 1741, MTCC 924, NRRL B-3605, VKM Ac-1753",1,Streptomyces albaduncus,GCA_014203495,1
166321,,"CCTCC AA 2018085, KCTC 49272, TRM 68295",1,Streptomyces albicerus,GCA_008905045,1
14889,8110,"DSM 40001, ATCC 19736, CBS 474.68, DSM 41156, IFO 12751, IMRU 3782, ISP 5001, JCM 4196, JCM 4568, KCC S-0196, KCC S-0568, NBRC 12751, NRRL 2419, RIA 1016, SC 3069, BCRC 12206, CGMCC 4.1681, IMET 43077, LMG 8567, MTCC 1104, VKM Ac-732",0,Streptomyces albidoflavus,GCA_004195845,1
14890,Söt. 26,"DSM 40130, ATCC 19752, CBS 491.68, IFO 12766, ISP 5130, KCC S-0368, NBRC 12766, RIA 1033, JCM 4368, BCRC 11471, CGMCC 4.1677, LMG 8569, NCIMB 12974, NRRL B-16606, VKM Ac-722",0,Streptomyces albidoflavus,GCA_004195765,1
14891,Bö. Br. 136,"DSM 40131, ATCC 19778, CBS 531.68, IFO 12790, ISP 5131, JCM 4393, NBRC 12790, RIA 1058, BCRC 13700, KCTC 9033, LMG 8570, NCIMB 12976, NRRL B-5413, VKM Ac-850",0,Streptomyces albidoflavus,GCA_004195885,1
14909,AZ-2,"DSM 40814, ATCC 19907, CBS 120.60, INA 13195/54, NRRL B-2593, JCM 9867, CGMCC 4.1968, ISP 5157, NBRC 100770, RIA 319, VKM Ac-1846",0,Streptomyces albidoflavus,GCA_004195745,1
14910,,"DSM 40841, JCM 5066, NRRL B-5682, BCRC 12231, CGMCC 4.1615, IFO 15392, MTCC 1825, NBIMCC 3324, NBRC 15392, NCIMB 12859",0,Streptomyces albidoflavus,GCA_004196155,0
14934,"5045, 3008","DSM 40045, ATCC 12626, ATCC 23874, CBS 613.68, IFO 13196, IMRU 3008, ISP 5045, NBRC 13196, RIA 1112, JCM 4615, BCRC 13664, CGMCC 4.1461, CIP 104427, IFO 3438, IMET 42936, KCTC 9674, LMG 19364, NBRC 3438, NRRL B-1273, NRRL B-2373, VKM Ac-972, KCC S-0615",1,Streptomyces alboflavus,GCA_000716675,0
14936,7-A,"DSM 40003, ATCC 23875, CBS 614.68, ETH 16834, IFO 12834, ISP 5003, JCM 4004, JCM 4616, NBRC 12834, NRRL B-1305, RIA 1101, BCRC 12230, CGMCC 4.0565, CIP 104424, CIP 104428, HUT 6045, IFO 3413, IFO 3709, KCTC 9675, MTCC 2524, NBRC 3413, NBRC 3709, NCIMB 9604, VKM Ac-1200, VTT E-01260, KCC S-0004",1,Streptomyces albogriseolus,GCA_014650475,0
16321,IMC S-0602,"DSM 41674, ATCC 29808, IFO 13846, JCM 3399, NBRC 13846, CGMCC 4.1628, KCTC 9664, KCTC 9762, MTCC 6918, NRRL B-16926",1,Streptomyces albospinus,GCA_014648695,0
14967,"80,614","DSM 41398, ATCC 21838, KCC S-0703, FERM P-419, JCM 4703, CGMCC 4.5716, KCTC 9015, NBRC 107858",0,Streptomyces albus subsp. albus,GCA_000827005,0
14969,,"DSM 40447, ATCC 25427, ATCC 618, CBS 925.69, IFO 13015, ISP 5447, KCC S-0451, NBRC 13015, NRRL B-1685, RIA 1207, JCM 4451, BCRC 12098, CGMCC 4.1685, HAMBI 50, HUT 6614, IMET 43380, KCTC 9672",0,Streptomyces albus,GCA_001418125,1
15169,,"DSM 40327, ATCC 25453, CBS 686.69, ETH 24454, IFO 13041, ISP 5327, KCC S-0476, LCP 373, NBRC 13041, NRRL B-2843, RIA 1233, JCM 4476, BCRC 12068, CGMCC 4.1963, HUT 6615, IMET 43522, NRRL 2960, NRRL B-2465",0,Streptomyces albus,GCA_001418505,1
15510,,"DSM 40452, ATCC 25490, ATCC 6860, CBS 918.69, IFO 13078, IMET 41357, ISP 5452, JCM 4510, KCC S-0510, NBRC 13078, NCTC 1678, NRRL B-12378, NRRL B-16595, RIA 1270, BCRC 15164, CGMCC 4.1785, HUT 6616, NBIMCC 3321, VKM Ac-1899",0,Streptomyces albus,GCA_001661615,0
132341,XY25,"DSM 103384, CCTCC AA 2015019, KCTC 39571",1,Streptomyces alfalfae,GCA_004127445,1
130730,No.7,"DSM 42118, CECT 8549",1,Streptomyces alkaliphilus,GCA_014141535,0
167266,OF1,"MCC 3841T, MTCC 12906T, PCM 3001, NCIMB 15195, MCC 3841, MTCC 12906",1,Streptomyces alkaliterrae,GCA_007097205,1
14970,245-22,"DSM 40092, ATCC 19724, CBS 463.68, IFO 12740, ISP 5092, NBRC 12740, RIA 1005, JCM 4344, BCRC 13686, CGMCC 4.1608, IFO 15956, KCTC 9752, NBRC 15956, NRRL B-3981, VKM Ac-705",1,Streptomyces althioticus,GCA_014649355,0
159629,HST21,"DSM 107267, CECT 9647",1,Streptomyces altiplanensis,GCA_003719395,0
14976,,"DSM 40535, ATCC 19388, CBS 739.72, IFO 13438, ISP 5535, ITCC 1233, JCM 4720, NBRC 13438, RIA 1399, BCRC 11825, CGMCC 4.1314, KCTC 9687, LMG 8600, NRRL B-12487, NRRL B-3590, VKM Ac-1920",1,Streptomyces anandii,GCA_001315445,0
16326,,"DSM 41683, ATCC 15484, IAM 6A-704, IFO 3934, JCM 4053, KCC S-0053, NBRC 3934, NRRL B-2347, CGMCC 4.1918, CIP 106838, KCTC 1089, NRRL B-3306, VTT E-072759",1,Streptomyces angustmyceticus,GCA_002154415,0
16177,69,"DSM 41422, ATCC 19821, INMI 69, NRRL B-12341, JCM 5058, CGMCC 4.1683, IFO 14892, KCTC 9755, NBRC 14892, NRRL B-24292",1,Streptomyces violaceoruber,GCA_014651155,0
14991,,"DSM 40284, ATCC 23880, CBS 660.68, IFO 12839, ISP 5284, JCM 4228, NBRC 12839, NRRL 2421, RIA 1198, BCRC 15131, CGMCC 4.1591, JCM 4621, KCCM 40184, KCTC 9694, KCTC 9775, NBIMCC 1034, VKM Ac-1824",0,Streptomyces antimycoticus,GCA_005405925,1
16195,,"DSM 41461, ATCC 43693, INMI 97, VKM Ac-315, JCM 9094, NBRC 100767, NRRL B-24330, VTT E-072716",0,Streptomyces antimycoticus,GCA_009936315,0
14992,Beijerinck,"DSM 40361, ATCC 27416, CBS 100.18, CBS 670.72, IFO 13369, ISP 5361, JCM 4721, KCC S-0721, NBRC 13369, RIA 1330, BCRC 15152, CGMCC 4.1421, IMET 43334, KCTC 9756, LMG 19301, LMG 8583, NRRL B-2000, VKM Ac-728, VTT E-991427",1,Streptomyces anulatus,GCA_014650675,1
14993,"FBUA 431, Schön. 192","DSM 40128, AS 4.1676, ATCC 23209, CBS 478.68, ETH 12398, IFO 12755, IMRU 3657, ISP 5128, KCC S-0297, KCC S-0355, NBRC 12755, RIA 1020, JCM 4296, JCM 4355, MTCC 1535, VKM Ac-721, ATCC 11523, IMET 41360, NRRL 2250, LMG 20459",0,Streptomyces anulatus,GCA_001434355,0
16351,A14P1,"DSM 41761, CGMCC 4.1983, NCIMB 13675, JCM 11443, NBRC 100774",1,Streptomyces asiaticus,GCA_018138715,0
16189,,"DSM 41452, INMI 16, JCM 6912, VKM Ac-40, BCRC 16848, CGMCC 4.1605, IFO 15872, NBRC 15872, NRRL B-24328",1,Streptomyces calvus,GCA_006716135,0
16320,,"DSM 41673, ATCC 14046, IFO 3897, JCM 3386, NBRC 3897, CBS 364.68, CGMCC 4.1632, NRRL B-16927",1,Streptomyces atratus,GCA_014648655,1
