ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Cell width
5613,,"DSM 23546, JCM 14790, KCTC 22053, KOPRI 20941, CIP 110780",1,Maribacter arcticus,GCA_900167935,0.4
141154,B1,"CGMCC 1.15508, KCTC 52882, MCCC 1K03318",1,Maribacter cobaltidurans,GCA_002269385,0.40
5608,DSW-8,"DSM 17201, KCTC 12393, CIP 108966",1,Maribacter dokdonensis,GCA_001447995,0.35
5612,"KT02ds 18-6, ODDS18-6, KT02ds18-6","DSM 18668, CIP 109504",1,Maribacter forsetii,GCA_000744105,0.4
159839,SDRB-Phe2,"JCM 32373, KCTC 62273, DSM 106042",1,Maribacter litoralis,GCA_003075045,0.55
5605,,"DSM 16471, CCUG 48008, KCTC 12967, KCTC 42563, KMM 3947, CIP 108494",1,Maribacter orientalis,GCA_900109345,0.6
5609,,"DSM 23514, KCTC 22021, KMM 6151, LMG 23671",1,Maribacter polysiphoniae,GCA_003148665,0.5
5604,,"DSM 19840, CCUG 47098, KCTC 12966, KMM 3903, CIP 108493",1,Maribacter sedimenticola,GCA_900188415,0.6
5615,,"DSM 19891, KCTC 22023, LMG 22581, KMM 6046",1,Maribacter stanieri,GCA_900112245,0.4
5607,M-3Alg 46-1,"DSM 15366, KCTC 12969, KMM 3951, CIP 108844, KCTC 12669",1,Maribacter ulvicola,GCA_900155985,0.275
166182,XSD2,"KCTC 62994, MCCC 1H00347",1,Maribellus luteus,GCA_003576475,0.80
167419,Y2-1-60,"MCCC 1K04285, KCTC 72884",1,Maribellus sediminis,GCA_011799805,0.5
23234,B5-6,"DSM 26893, JCM 14009, KCCM 42336, CIP 109553, CECT 7801",1,Palleronia pelagia,GCA_900110115,0.6
23235,CL-SP27,"DSM 26892, JCM 13037, KCCM 42113, CIP 109545, CECT 7800",1,Palleronia salina,GCA_900141995,1.05
4147,SRL 4225,"DSM 16055, ATCC BAA-903",1,Maridesulfovibrio bastinii,GCA_000429985,0.5
4158,61,"DSM 16995, JCM 12925",1,Maridesulfovibrio ferrireducens,GCA_900101105,0.7
4157,18,"DSM 17176, JCM 12924",1,Maridesulfovibrio frigidus,GCA_000711735,0.7
6310,HG667,"DSM 18935, JCM 16543, MBIC 07497",1,Marihabitans asiaticum,GCA_007828725,0.80
160214,GH1-19,"DSM 106292, KCTC 62376",1,Marimonas lutisalis,GCA_005434965,1.55
140894,Z1,"ATCC BAA-2617, CICC 10859",1,Marinagarivorans algicola,GCA_001292705,1.05
140461,FC18,"LMG 29748, DSM 26290",1,Mariniblastus fucicola,GCA_001642875,1
133923,P-1 km-3,"KACC 16526, CGMCC 1.11031",1,Marinicauda pacifica,GCA_004793635,0.4
166179,WD6-1,"KCTC 62348, MCCC 1H00282",1,Marinicauda salina,GCA_003122085,0.30
159701,SY-3-19,"MCCC 1K03432, KCTC 62156",1,Marinicaulis flavus,GCA_002943565,0.50
17915,,"DSM 25488, JCM 16154, KMM 3900, NRIC 0758",1,Marinicella litoralis,GCA_002591915,0.50
132977,sw153,"DSM 25600, CGMCC 1.12181, JCM 18208",1,Marinicella pacifica,GCA_014636635,0.5
159708,F2,"KCTC 42953, MCCC 1H00149",1,Marinicella sediminis,GCA_002000055,0.50
159845,JC075,"KCTC 15646, MCCC 1K03477, JCM 32401, MCC 1K03477",1,Marinifilum breve,GCA_003202155,0.45
133508,JC2469,"IMSNU 14138, KCTC 22488, JCM 15579",1,Marinifilum fragile,GCA_001310955,0.5
5722,SW5,"DSM 18792, CIP 109502",1,Mariniflexile fucanivorans,GCA_004341235,0.40
134195,,"KCTC 12570, LMG 22578, KMM 6038",1,Mariniflexile gromovii,GCA_017814435,0.45
166463,WTE16,"KCTC 62599, MCCC 1H00311",1,Marinilabilia rubra,GCA_003121985,0.3
2278,LT20,"DSM 16108, JCM 12337, CIP 108666",1,Marinilactibacillus piezotolerans,GCA_900114235,0.325
456,"M18, 27.101","DSM 16975, KCTC 12357, CIP 109192",1,Marinimicrobium agarilyticum,GCA_000423345,0.65
455,M9,"DSM 16974, KCTC 12356, CIP 109193",1,Marinimicrobium koreense,GCA_003762925,0.65
24725,AK6,"DSM 25051, JCM 17389, MTCC 11279",1,Mariniradius saccharolyticus,GCA_000330725,0.75
132988,NH83,"DSM 101478, CGMCC 1.15462",1,Marinirhabdus gelatinilytica,GCA_003353425,0.65
140293,59.4M,"DSM 102940, JCM 31103",1,Marinisporobacter balticus,GCA_004345705,0.70
17042,AT1271,"DSM 16785, JCM 12826",1,Marinitoga hydrogenitolerans,GCA_900129175,0.6
17044,MC3,"DSM 21709, JCM 15581, KCTC 15136, NBRC 109657",1,Marinitoga litoralis,GCA_016908145,0.90
133861,KYW371,"KCTC 23449, JCM 17452",1,Hyunsoonleella aestuarii,GCA_006148925,0.35
493,HP15,"DSM 23420, CIP 110141, NCBI AY241552",1,Marinobacter adhaerens,GCA_000166295,0.70
482,DG893,"DSM 16394, CIP 109780, NCIMB 14009",1,Marinobacter algicola,GCA_000170835,0.50
133761,ZS2-30,"CGMCC 1.10835, KCTC 23684",1,Marinobacter antarcticus,GCA_900142385,0.65
141140,D15-8P,"CGMCC 1.11015, KCTC 23781",1,Marinobacter aromaticivorans,GCA_002806975,0.4
159844,T17,"KCTC 52710, MCCC 1K03282",1,Marinobacter bohaiensis,GCA_003258515,0.90
480,114-50-11,"DSM 15401, KMM 3840",1,Marinobacter bryozoorum,GCA_023156245,0.45
483,SW-156,"DSM 16072, JCM 12324, KCTC 12184, CIP 108614",1,Marinobacter daepoensis,GCA_000421165,0.70
481,SW145,"DSM 16070, JCM 12323, CGMCC 1.8487, KCTC 12185, CIP 108615",1,Marinobacter flavimaris,GCA_003363485,0.75
159754,NH169-3,"MCCC 1K03455, KCTC 62226",1,Marinobacter fuscus,GCA_003007675,0.75
490,En6,"DSM 19471, KCTC 12515",1,Marinobacter goseongensis,GCA_023156235,0.65
488,SLO14B-61A,"DSM 18066, CGMCC 1.6294, CIP 109534, LMG 23509",1,Marinobacter gudaonensis,GCA_900115175,0.4
134296,M3B,"LMG 24048, CECT 7243",1,Marinobacter guineae,GCA_002744735,0.4
478,SM19,"DSM 15157, CCM 7048, CIP 107627, NCIMB 13907",1,Marinobacter lipolyticus,GCA_000397065,0.40
486,CK47,"DSM 16561, JCM 12521, MTCC 6519, CGMCC 1.6490, CIP 108870, LMG 23847",1,Marinobacter maritimus,GCA_007671675,1.85
134085,,"CGMCC 1.7059, JCM 15154, CN 46",1,Marinobacter mobilis,GCA_900106945,0.65
473,SP. 17,"DSM 8798, ATCC 49840, CIP 103578",1,Marinobacter nauticus,GCA_000284615,0.45
492,,"DSM 22359, CECT 7499, SET Set74, SET 74",1,Marinobacter oulmenensis,GCA_014201735,0.40
134311,HS225,"CGMCC 1.6775, JCM 14804",1,Marinobacter pelagius,GCA_900114925,0.6
134346,20041,"CGMCC 1.6499, JCM 14643, BCRC 80070",1,Marinobacter psychrophilus,GCA_001043175,0.35
134282,ISL-40,"KCTC 129725, CCUG 54357, KCTC 12972, CIP 109719",1,Marinobacter salicampi,GCA_011074795,0.6
133343,Hb8,"KCTC 52255, JCM 31416",1,Marinobacter salinus,GCA_001854125,0.60
489,SD-14B,"DSM 18347, CIP 109893, LMG 23697",1,Marinobacter salsuginis,GCA_004936695,1
491,NKSG1,DSM 21262,1,Marinobacter santoriniensis,GCA_000347775,0.90
134254,SS011B1-4T,"LMG 23928, CGMCC 1.6489",1,Marinobacter segnicrescens,GCA_900111555,0.65
170942,F01,"MCCC 1H00290, KCTC 52700",1,Marinobacter vulgaris,GCA_007559285,0.30
133669,UST090418-1611,"JCM 17469, NRRL B-59512",1,Marinobacter xestospongiae,GCA_023156385,0.7
134086,,"CGMCC 1.7061, JCM 15156, CN 74",1,Marinobacter zhejiangensis,GCA_900114775,0.60
158614,ST58-10,"KCTC 52193, NBRC 112103",1,Marinobacterium aestuarii,GCA_001651805,0.70
460,"mano11, 30.101","DSM 17586, KCTC 12240",1,Marinobacterium halophilum,GCA_003014615,0.60
459,KW-40,"DSM 11526, ATCC 700074, JCM 21667, CIP 105236, IAM 15212, NBRC 102606, CECT 7200",0,Marinobacterium iners,GCA_900107855,0.60
461,,"DSM 23545, KCTC 12756, LMG 23872, CCUG 54309, IMCC 1877",1,Marinobacterium litorale,GCA_000428985,0.65
463,AN9,"DSM 22012, KACC 13703",1,Marinobacterium lutimaris,GCA_900108065,0.7
133470,,"CGMCC 1.7286, JCM 15523, CN 44",1,Marinobacterium nitratireducens,GCA_014645375,0.65
140895,,"KCCM 43095, JCM 30410, PAMC 27536",1,Marinobacterium profundum,GCA_001528745,0.85
462,CL-YJ9,"DSM 18822, KCCM 42386",1,Marinobacterium rhizophilum,GCA_000378045,0.35
140627,WM3,"CGMCC 1.15341, KCTC 42782",1,Marinobacterium zhoushanense,GCA_014641945,0.50
167268,QM202,"KCTC 52475, MCCC 1H00145, QM 202",1,Marinomonas agarivorans,GCA_002173415,0.25
134354,328,"CGMCC 1.6498, JCM 14976",1,Marinomonas arctica,GCA_003259225,0.35
166251,ANRC-JHZ47,"MCCC 1K03604, KCTC 72113",1,Marinomonas flavescens,GCA_004352835,0.90
133771,HDW-15,"KCTC 23661, CCUG 61321",1,Marinomonas hwangdonensis,GCA_003721245,0.35
11272,CK13,"DSM 16579, JCM 12522, MTCC 6645, CGMCC 1.6484, CIP 109165",1,Marinomonas polaris,GCA_900129155,0.70
11274,46-16,"DSM 17793, KMM 3492, LMG 22531, UCM 11075",1,Marinomonas pontica,GCA_026191375,0.5
140861,SMJ19,"CECT 8886, KCTC 42958",1,Marinomonas spartinae,GCA_900089775,0.70
11277,v1c_Sn-red,"DSM 18438, LMG 24610, VKM 2416, VKM B-2416",1,Marinospirillum celere,GCA_900112235,0.30
11279,K,"DSM 21763, LMG 21802, NBRC 100033",1,Marinospirillum insulare,GCA_000686905,0.15
168658,F3212,"KCTC 52892, MCCC 1H00198",1,Marinospirillum perlucidum,GCA_003336805,0.40
133387,,"KCTC 52409, MCCC 1K03210, CDA 4",1,Maribacter aurantiacus,GCA_005780245,0.55
7507,ZS314,"DSM 22350, CCTCC AB 209077, JCM 19552, NBRC 109630",1,Marisediminicola antarctica,GCA_009930795,0.25
140775,JC444,"KCTC 15554, DSM 103365",1,Marispirochaeta aestuarii,GCA_002087085,0.15
133451,E6,"CGMCC 1.7002, JCM 15144",1,Maritalea mobilis,GCA_004363175,0.55
6196,CL-SK30,DSM 19524,1,Maritalea myrionectae,GCA_000423365,0.45
140776,ZC80,"CGMCC 1.15697, NBRC 112461",1,Marivibrio halodurans,GCA_017963645,0.35
13851,CL-SK44,"DSM 21340, JCM 15447, KCCM 90070",1,Marivita cryptomonadis,GCA_002115725,0.8
130640,DPG-138,"DSM 29432, CCUG 62112, KCTC 23882",1,Marivita geojedonensis,GCA_002115805,0.85
130639,DPG-28,"DSM 29431, CCUG 60522, KCTC 23421",1,Marivita hallyeonensis,GCA_900129875,0.85
140928,AM-4,"KCTC 42776, CECT 8947",1,Marivivens donghaensis,GCA_023541015,0.40
134220,,"NRIC 0684, JCM 14121, KMM 3046, CIP 109555",1,Marixanthomonas ophiurae,GCA_003413745,0.45
158677,8BXZ-J1,"KCTC 39789, CGMCC 1.16067",1,Marmoricola endophyticus,GCA_014644415,0.65
132514,,"DSM 22772, KACC 14267, Gsoil 097, JCM 32748",1,Nocardioides marmoriginsengisoli,GCA_003725695,0.35
166481,4Q3S-7,"KCTC 39790, CGMCC 4.7424",1,Nocardioides mangrovicus,GCA_003674065,0.70
132515,,"DSM 22773, KACC 14275, Gsoil 818, JCM 32749",1,Nocardioides pocheonensis,GCA_003725535,0.35
166469,ZX-21,"MCCC 1K03431, KCTC 62160",1,Zhongshania marina,GCA_002915595,0.55
133970,YC6887,"KCCM 43011, NBRC 109149",1,Martelella endophytica,GCA_000960975,0.65
531,MACL11,"DSM 17316, CECT 5861, LMG 22193, CIP 108716",1,Martelella mediterranea,GCA_000376125,0.75
140977,J9,"KEMB 9005-359, JCM 31605",1,Massilia agilis,GCA_024756255,0.40
140986,K-3-1,"KEMB 9005-446, KACC 19000, JCM 31661",1,Massilia agri,GCA_024753255,0.50
11325,45,"CCUG 52214, DSM 17472, CCTCC AB 204071, KCTC 12343, CIP 109189",1,Massilia albidiflava,GCA_004322755,1.90
11324,,"DSM 17462, CCTCC AA 204003, KCTC 12194, YIM 31775, CCUG 50882, CIP 108793",1,Massilia alkalitolerans,GCA_000427785,0.65
169990,P3165,"CCM 8693, LMG 31211",1,Massilia aquatica,GCA_011682045,1.00
166339,FT127W,"GDMCC 1.1690, KACC 21482",0,Massilia aquatica,GCA_009857595,1.10
159643,ZMN-3,"DSM 104676, CGMCC 1.16209",1,Massilia armeniaca,GCA_003028855,0.55
166521,SOD,"KCTC 62720, LMG 30840",1,Massilia atriviolacea,GCA_003953935,0.60
158678,A9,"DSM 103547, CGMCC 1.15931, KCTC 52429",1,Massilia buxea,GCA_009720835,0.75
11328,16,"DSM 17513, CCTCC AB 204070, KCTC 12342, CCUG 52213, CIP 109188",1,Massilia dura,GCA_009727155,0.70
11340,Y9,"DSM 26639, CGMCC 1.10685, KCTC 23585",0,Massilia flava,GCA_007830495,0.70
167398,P5534,"CCM 8695, LMG 31212",1,Massilia frigida,GCA_011682175,0.85
140777,B448-2,"JCM 30271, CGMCC 1.12920, CCM 8861",1,Massilia glaciei,GCA_003011895,0.62
166330,DS3,"GDMCC 1.1636, KACC 21312",1,Massilia guangdongensis,GCA_009857475,0.85
133930,D5,"CGMCC 1.10822, KCTC 23880",1,Massilia lurida,GCA_007830455,0.75
11326,101,"DSM 17473, CCTCC AB 204073, KCTC 12345, CCUG 52216, CIP 109190",1,Massilia lutea,GCA_004209755,1.90
167415,P5902,"CCM 8733, LMG 31210",1,Massilia mucilaginosa,GCA_011682145,0.80
11342,333-1-0411,"DSM 25159, CGMCC 1.11014",1,Massilia namucuonensis,GCA_900116645,0.4
11335,5516S-1,"DSM 21313, CIP 110038, KACC 12599",1,Massilia niastensis,GCA_000382345,0.7
140695,12-OD1,"CCTCC AB 2016251, LMG 29956, KCTC 52513",1,Massilia phosphatilytica,GCA_002968015,0.80
140511,T33,"KACC 18748, KEMB 9005-368, JCM 31316",1,Massilia pinisoli,GCA_024753285,1.20
11327,76,"DSM 17505, CCTCC AB 204072, KCTC 12344, CIP 109191",1,Massilia plicata,GCA_004421005,0.65
133173,B1555-1,"CGMCC 1.15196, JCM 30813",1,Massilia psychrophila,GCA_002760665,0.75
141141,6NM-7,"DSM 27523, KCTC 42761",1,Massilia putida,GCA_001941825,1.00
167414,P3094,"CCM 8692, LMG 31213",1,Massilia rubra,GCA_011682065,1.00
140975,J18,"KEMB 9005-366, JCM 31607",1,Massilia solisilvae,GCA_024753215,0.45
140976,J11,"KEMB 9005-360, JCM 31606",1,Massilia terrae,GCA_024753145,0.45
140929,CAVIO,"CECT 8897, LMG 28941",1,Massilia violacea,GCA_014191875,0.60
132911,Y1243-1,"DSM 105394, CGMCC 1.12041, KACC 16569, JCM 18139",1,Massilia yuzhufengensis,GCA_900112225,0.85
17126,YITM815,"DSM 19343, JCM 14723",1,Megamonas funiformis,GCA_010669225,1
140555,MH,"KCCM 43214, JCM 31403, KFCC 11466P",1,Megasphaera hexanoica,GCA_003315775,0.65
17131,,"DSM 16981, VTT E-032341",1,Megasphaera paucivorans,GCA_900103535,1.20
13652,YBY-7,"DSM 24422, CGMCC 1.10789, LMG 26247, MCCC 1A06317",1,Meinhardsimonia xiamenensis,GCA_003001835,0.5
133487,,"CGMCC 1.6990, JCM 15151, LY 1",1,Meiothermus cateniformans,GCA_003574045,0.5
16711,AZM34c11,"DSM 23238, NBRC 106114",1,Meiothermus hypogaeus,GCA_003574035,0.4
140693,,"KCTC 52599, CCTCC AB 2017100, YIM 72257",1,Meiothermus luteus,GCA_003574085,0.25
158578,KBB12,"KCTC 32230, JCM 18740",1,Melaminivora jejuensis,GCA_017811175,0.60
24801,P3M-2,"DSM 23840, JCM 17771, VKM B-2668",1,Melioribacter roseus,GCA_000279145,0.30
140896,CZ-AZ5,"CGMCC 1.13179, JCM 18886",1,Membranihabitans marinus,GCA_021729155,0.65
24785,cd-1655R,"DSM 25116, OCM 1212",1,Mesoaciditoga lauensis,GCA_000745455,0.45
1250,YKJ-10,"DSM 18226, CIP 107104, JCM 10885, KCCM 41040, BCRC 20126, CCM 7133, CGMCC 1.3651, KCTC 3839",1,Mesobacillus jeotgali,GCA_002874535,0.95
22925,B48,"DSM 25386, CECT 8001, IBRC-M 10115",1,Mesobacillus persicus,GCA_900109925,0.55
1255,SF-1,"DSM 18680, JCM 14380, FERM P-15431",1,Mesobacillus selenatarsenatis,GCA_000813125,1
140266,JJ-247,"DSM 103964, CCM 8726, LMG 29876",1,Mesobacillus zeae,GCA_003570705,1
5616,M-2Alg 33-2,"DSM 15361, CCUG 47092, KCTC 12089, KMM 3909, CIP 108200",1,Mesonia algae,GCA_003253545,0.45
5617,,"DSM 19841, KCTC 12708, KMM 6059, LMG 23670",1,Mesonia mobilis,GCA_000423405,0.45
5618,MDSW-25,"DSM 21425, KCTC 22373",1,Mesonia phycicola,GCA_900141885,1.1
11894,,"DSM 21822, CCBAU 61158, LMG 23507, USDA 4964",1,Mesorhizobium albiziae,GCA_900114255,0.40
166307,Z1-4,"KCTC 72512, CCTCC AB 2019101",1,Mesorhizobium alexandrii,GCA_004000235,0.45
133553,CCNWXJ12-2,"ACCC 15461, HAMBI 3019",1,Mesorhizobium alhagi,GCA_000236565,0.6
134371,,"LMG 24397, HAMBI 29990, CCBAU 11299",1,Mesorhizobium caraganae,GCA_016836705,0.5
159849,6GN-30,"ACCC 60073, KCTC 62410",1,Mesorhizobium ephedrae,GCA_003012745,0.50
130531,AC99b,"DSM 29666, HAMBI 3301, LMG 26968",1,Mesorhizobium hawassense,GCA_003289945,0.3
130530,,"DSM 100038, CGMCC 1.11022, HAMBI 3264, CCBAU 83963",1,Mesorhizobium muleiense,GCA_900099905,0.53
140989,B7,"KCTC 42783, MCCC 1K02305",1,Aquibium oceanicum,GCA_001889605,0.50
130532,,"DSM 29667, CCBAU 33460, CGMCC 1.12097, HAMBI 3277, LMG 26793",1,Mesorhizobium qingshengii,GCA_900103325,0.45
166334,YM1C-6-2,"CGMCC 1.15487, DSM 101712",1,Mesorhizobium rhizophilum,GCA_003666685,0.45
130533,SCAU7,"DSM 100039, ACCC 13218, HAMBI 3318",1,Mesorhizobium sangaii,GCA_014207355,0.45
133222,,"YIM M12096, CCTCC AB 2014219, KCTC 42205, JCM 30310",1,Mesorhizobium sediminum,GCA_013240295,0.45
130529,,"DSM 29845, CCBAU 01550, HAMBI 3029, LMG 24822",1,Mesorhizobium silamurunense,GCA_014843825,1.5
141125,,"ICMP 19535, LMG 28223, HAMBI 3606",1,Mesorhizobium sophorae,GCA_002270415,1
164554,NIBRBAC000500504,"JCM 33432, KCTC 72278",1,Mesorhizobium terrae,GCA_008727715,0.6
158441,4NBBH2,"DSM 106860, JCM 32464",1,Mesosutterella multiformis,GCA_003402575,0.8
23710,E33,"DSM 25387, IBRC-M 10095",1,Metabacillus halosaccharovorans,GCA_002019635,0.5
1233,Sd/3,"DSM 15820, CIP 108689, LMG 22858, MTCC 4374, JCM 12168, KCTC 3968",1,Metabacillus indicus,GCA_000708755,1.05
1223,JG-30,"DSM 16189, KCTC 3880, BCRC 80033, CIP 108730",0,Metabacillus indicus,GCA_000709935,0.7
140408,S36,"DSM 104297, CGMCC 1.16030, KCTC 33864",1,Metabacillus iocasae,GCA_016909075,0.85
1228,SW-211,"DSM 16303, KCTC 3898, CIP 108971",1,Metabacillus litoralis,GCA_007994985,0.90
23347,DKE6,"DSM 24874, JCM 17596",1,Metallibacterium scheffleri,GCA_002077135,0.5
6950,M2,"DSM 19844, VKM B-2371",1,Methanobacterium arcticum,GCA_000746075,0.475
6952,Mic5c12,"DSM 22353, NBRC 105198",1,Methanobacterium petrolearium,GCA_017873625,0.3
6949,MK4,"DSM 19849, VKM B-2440",1,Methanobacterium veterum,GCA_000745485,0.425
24156,"JH-1, JH1","DSM 25824, JCM 18376, KCTC 4102",1,Methanobrevibacter boviskoreani,GCA_000320505,0.6
17668,MRE50,"DSM 22066, NBRC 105507",1,Methanocella arvoryzae,GCA_000063445,0.55
7001,Nankai-3,"DSM 17508, OCM 812",1,Methanococcus aeolicus,GCA_000017185,1.75
24159,T10,"DSM 21626, JCM 15517",1,Methanoculleus horonobensis,GCA_001602375,1.15
17854,TNR,"DSM 23604, NBRC 105659",1,Methanolinea mesophila,GCA_017873855,0.3
18149,B10,"DSM 25720, CSUR P135, JCM 31472",1,Methanomassiliicoccus luminyensis,GCA_000308215,0.85
132665,MobH,"DSM 21220, NBRC 104160",1,Methanoeremita antiquus,GCA_029633915,0.8
17857,SMSP,"DSM 22288, NBRC 105244",1,Methanoregula formicica,GCA_000327485,0.5
7136,Ki8-1,"DSM 22751, JCM 16384, NBRC 104920",1,Methanospirillum lacunae,GCA_003173355,0.55
24171,"ps, Pt1","DSM 26304, VKM B-2808",1,Methanospirillum stamsii,GCA_003173335,0.45
23082,RMAS,"DSM 23052, JCM 16532, NBRC 106236",1,Methanothermobacter tenebrarum,GCA_023167465,0.5
134120,PM1,"ATCC BAA-1232, LMG 22953",1,Methylibium petroleiphilum,GCA_000015725,0.5
134145,SV96,"ATCC BAA-1195, DSM 17260",1,Methylobacter tundripaludum,GCA_000190755,1.05
7180,AR27,"DSM 17169, CCM 7305, CECT 7069",1,Methylobacterium adhaesivum,GCA_022179065,1.10
7182,5413S-11,"DSM 19013, KACC 11766, JCM 16406",1,Methylobacterium aerolatum,GCA_022179085,1
7176,GR16,"DSM 16371, CCM 7218, CECT 5998, CIP 108333",1,Methylobacterium aquaticum,GCA_001043915,1.6
7186,B0021,"DSM 19569, NBRC 103629, NCIMB 14379",1,Methylobacterium brachiatum,GCA_020523825,1.1
24174,99b,"DSM 24105, NBRC 107710",1,Methylobacterium brachythecii,GCA_014196345,1.2
7197,"C15, C20oh1-15","DSM 23679, CCM 7788, CCUG 60040",1,Methylobacterium cerastii,GCA_022179125,0.95
159850,PR1016A,"KACC 19662, JCM 32670",1,Methylobacterium currus,GCA_003058325,0.85
166104,17SD2-17,"KCTC 52908, NBRC 112876",1,Methylobacterium durans,GCA_003173715,0.90
158776,IER25-16,"KACC 19280, JCM 32048",1,Methylobacterium frigidaeris,GCA_002759055,1.75
7200,23e,"DSM 24027, NBRC 107716",1,Methylobacterium gnaphalii,GCA_007992215,0.9
133689,Gh-105,"CCM 7572, NRRL B-51692",1,Methylobacterium gossipiicola,GCA_900113485,0.45
7188,002-074,"DSM 19564, NBRC 103626, NCIMB 14376",1,Methylobacterium gregans,GCA_022179245,1.4
24175,87e,"DSM 24195, NBRC 107714",1,Methylobacterium haplocladii,GCA_007992175,1.1
7175,GP34,"DSM 16372, CCM 7219, CECT 5997, CIP 108332",1,Methylobacterium hispanicum,GCA_022179285,1.25
7183,5317S-33,"DSM 19015, KACC 11765, JCM 16407",1,Methylobacterium iners,GCA_022179305,1
7179,AR24,"DSM 17168, CCM 7304, CECT 7068",1,Methylobacterium isbiliense,GCA_022179325,1.15
134213,S2R03-9,"KCTC 12671, LMG 23639",1,Methylobacterium jeotgali,GCA_022179345,0.85
7193,JT1,"DSM 21328, CCUG 56108",1,Methylobacterium marchantiae,GCA_022179405,1.15
7181,CBMB20,"DSM 18207, KACC 11585, LMG 23582, JCM 16405",1,Methylobacterium oryzae,GCA_000757795,0.7
166276,TER-1,"BCRC 81157, LMG 30931, KCTC 62864",1,Methylobacterium oryzihabitans,GCA_004004555,2.75
23092,35a,"DSM 24028, NBRC 107715",1,Methylobacterium oxalidis,GCA_007992195,1.3
7191,002-165,"DSM 19562, NBRC 103628, NCIMB 14378",1,Methylobacterium persicinum,GCA_022179525,1.25
7192,"CBMB27, EF 126746","DSM 19779, KACC 11716, LMG 24361, JCM 16408",1,Methylobacterium phyllosphaerae,GCA_001312285,0.64
166308,,"CGMCC 1.17323, NBRC 114056, YIM 132548",1,Methylobacterium planeticum,GCA_008806345,1.35
134290,PMB02,"KCTC 12901, JCM 14648",1,Methylobacterium platani,GCA_001043885,1.45
164450,17J42-1,"JCM 33059, KCTC 62267",1,Methylobacterium segetis,GCA_004348265,1.30
166375,SB0023/3,"CECT 9862, PYCC 8351",1,Methylobacterium symbioticum,GCA_902141845,0.90
7187,,"DSM 19566, NBRC 103632, NCIMB 14380, RB 677",1,Methylobacterium tardum,GCA_022179585,1.7
24173,N4211,"DSM 25844, KCTC 23615",1,Methylobacterium tarhaniae,GCA_001043955,1.3
7178,GR3,"DSM 16961, CCM 7281, CECT 7045",1,Methylobacterium variabile,GCA_001043975,1.25
1656,B2,"DSM 13967, NCIMB 13765",1,Methylocapsa acidiphila,GCA_000427445,0.85
1657,KYG,"DSM 22158, VKM B-2544",1,Methylocapsa aurea,GCA_000746085,0.95
1658,BL2,"DSM 15510, NCIMB 13906, CIP 108128",1,Methylocella silvestris,GCA_000021745,0.70
7216,H2,"DSM 16984, VKM B-2426",1,Methylocystis heyeri,GCA_004802635,1
7217,SV97,"DSM 17261, ATCC BAA-1196",1,Methylocystis rosea,GCA_000372845,0.95
7205,10Ki,"DSM 16011, ATCC BAA-967",1,Methylohalobius crimeensis,GCA_000421465,1
164650,,"JCM 33786, KCTC 72733, MCC 4198, FWC 3",0,Methylolobus aquaticus,GCA_004168015,1.10
24177,IT-4,"DSM 18976, JCM 13665",1,Methylomarinum vadi,GCA_000733935,1
164703,GJ1,"JCM 33990, ACCC 61706",1,Methylomonas rhizoryzae,GCA_008632455,0.80
134269,MP,"VKM B-24415, JCM 14647, KCTC 12909, VKM B-2441",1,Methylophaga aminisulfidivorans,GCA_000214595,0.3
11908,MPL,"DSM 24656, MCC 1002, VKM B-2684",1,Methylophaga lonarensis,GCA_000349205,0.2
133517,CBMB127,"KACC 13099, NCCB 100233",1,Methylophilus rhizosphaerae,GCA_900100975,0.28
133659,BJ001,"ATCC BAA-705, NCIM B13946",1,Methylorubrum populi,GCA_000019945,0.9
134237,MR,"CGMCC 1.6474, NCCB 100140",1,Methylorubrum salsuginis,GCA_900114375,1.25
134110,LW14,"ATCC BAA-1047, JCM 13284",1,Methylomicrobium lacus,GCA_000527095,0.85
23100,301,"DSM 24635, JCM 17579, VKM B-2679",1,Methylotenera versatilis,GCA_000093025,0.50
158679,73a,"LMG 29185, VKM B-2986",1,Methyloterricola oryzae,GCA_000934725,1.30
7206,20Z,"DSM 19304, NCIMB 14124, VKM B-2133",1,Methylotuvimicrobium alcaliphilum,GCA_000968535,1.25
1673,BW863,"DSM 19998, NCIMB 14408",1,Methylovirgula ligni,GCA_003387225,0.47
7213,HT12,"DSM 23269, ATCC BAA-2070, NBRC 106162",1,Methylovulum miyakonense,GCA_000384075,1.5
7449,CC-SBCK 209,"DSM 21798, CCM 7686, CIP 110690, CCUG 58051, JCM 18705",1,Microbacterium agarici,GCA_002563955,1.1
158383,,"DSM 104474, CGMCC 1.15794, KCTC 39990, SYSU D8007",1,Microbacterium album,GCA_014643695,0.45
7464,N5,"DSM 24221, CCM 7881, CIP 110689, JCM 30491",1,Microbacterium amylolyticum,GCA_011046975,1.1
7439,JS54-2,"DSM 19713, CIP 110688, KCTC 19124, JCM 15625",1,Microbacterium aquimaris,GCA_015278225,0.7
