ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Gram stain
8273,140120001,"DSM 44344, ATCC 927, NCIMB 1297, NCMB 1303, NCTC 2275, TMC 1218, JCM 17638, CCUG 20998, CCUG 27843, CECT 3024, CECT 7091, CIP 104528, IFM 10630, JCM 12275, NCMB 1476, DSM 43225",1,Mycobacterium marinum,GCA_003391395,positive
8582,5356591,"JCM 17324, DSM 45437, CCUG 56325, CIP 109828, CSUR P30",1,Mycobacterium marseillense,GCA_002086345,positive
8591,DL49,"DSM 45633, JCM 17932, NCCB 100399",1,Mycobacterium minnesotense,GCA_002086405,positive
8507,,"DSM 44602, ATCC BAA-256, CIP 108974, CCUG 51898",1,Mycobacterium montefiorense,GCA_025823255,positive
8435,"3503, 14 125 0001","DSM 44074, ATCC 25795, JCM 6365, NCTC 10818, CCUG 37665, CIP 105387, LMG 19258, KCTC 19096, BCRC 17230, HAMBI 2273",1,Mycobacterium neoaurum,GCA_000691525,positive
8246,2409,"DSM 43532, CECT 8766, SN 1904",1,Mycobacterium neumannii,GCA_002245615,positive
8520,"MF-465, W6705","CCUG 47582, CIP 107827, CIP 105354, DSM 44679, ATCC 49404, CDC 87-1098, JCM 15659",1,Mycobacterium neworleansense,GCA_001245615,positive
8578,NLA000500338,"DSM 45145, CIP 109766, JCM 16367",1,Mycobacterium noviomagense,GCA_002086415,positive
8433,"4388, 47001","CCUG 37669, CIP 106803, KCTC 19097, DSM 44075, ATCC 27023, JCM 6372, NCTC 10778, HAMBI 2272",1,Mycobacterium obuense,GCA_001044245,positive
8575,czh-8,"DSM 45404, ATCC BAA-1372, CIP 109268, JCM 16370",1,Mycobacterium pallens,GCA_001314165,positive
8348,299,"DSM 45575, KCTC 19818",1,Mycobacterium parakoreense,GCA_022370835,positive
8538,31118,"DSM 45000, KCTC 19145, JCM 16952",1,Mycobacterium paraseoulense,GCA_002086475,positive
8344,05-2522,"DSM 45127, KCTC 19556, JCM 32754",1,Mycobacterium paraterrae,GCA_022430545,positive
140288,AFPC-000227,"DSM 104278, CIP 111197, AFPC 000207, AFPC 000227",1,Mycobacterium persicum,GCA_002086675,positive
8522,,"DSM 44697, CIP 108547, LMG 21953, WA 101, JCM 13323",1,Mycobacterium psychrotolerans,GCA_010729305,positive
8468,33505,"CCUG 37668, CIP 106804, KCTC 9518, DSM 44222, ATCC 35154, CIP 1480001, JCM 6370, NCH 33505",1,Mycobacterium pulveris,GCA_010725725,positive
8576,JS14,"DSM 45406, ATCC BAA-1377, CIP 109273, JCM 16372",1,Mycobacterium rufum,GCA_000762985,positive
8577,czh-117,"DSM 45405, ATCC BAA-1375, CIP 109271, JCM 16371, DSM 4505",1,Mycobacterium rutilum,GCA_001314185,positive
24236,,"DSM 45643, KCTC 19999, YIM M13028, JCM 17899",1,Mycobacterium sediminis,GCA_010731735,positive
8556,05-832,"DSM 44999, KCTC 19147, JCM 16017",1,Mycobacterium senuense,GCA_002101885,positive
8537,03-19,"DSM 44998, CIP 109583, KCTC 19146, JCM 16018",1,Mycobacterium seoulense,GCA_010731595,positive
8553,"ABO-M06, MBS-1, AB0-M06","DSM 45070, CIP 109395, CCUG 55975, CIP 139395, JCM 15660",1,Mycobacterium setense,GCA_000805385,positive
8324,"GA 735, Cornell 3, 14 133 0010","DSM 43756, ATCC 19420, JCM 5866, KCTC 9108, NCTC 8159, CCUG 21002, CCUG 21815, CECT 3020, CIP 104444, JCM 6386, NRRL B-14616, VKM Ac-1239",1,Mycobacterium smegmatis,GCA_001457595,positive
8373,"25932, 14 024 0001","DSM 44166, ATCC 35799, JCM 6383, NCTC 10831, PCM 1876, TMC 1328, CCUG 37675, CIP 104532, KCTC 9520",1,Mycobacterium szulgai,GCA_002116635,positive
8351,"F 628, W45, W-45, 14 032 0001","DSM 43227, ATCC 15755, CCUG 42429, CIP 104321, ATCC 15981, NCTC 10856, LMG 10394, SN 2700, JCM 12143, CCUG 27847, CECT 3028, CGMCC 1.3346, KCTC 9614, TMC 1450",1,Mycobacterium terrae,GCA_002101955,positive
133523,5351974,"CCUG 56329, CIP 109830, CSUR P32, JCM 30726, JCM 17325",1,Mycobacterium timonense,GCA_002086775,negative
159627,I10A-01893,"DSM 45590, CECT 8783, KCTC 19843",1,Mycolicibacterium stellerae,GCA_003719305,positive
8604,"X95, PG 31","DSM 19817, ATCC 19610, CIP 104967, IFO 14855, NCTC 10115",1,Mycoplasmoides gallisepticum,GCA_000428645,negative
24032,IM13,"DSM 26542, NBIMCC 8736",1,Myroides guanonis,GCA_900114085,negative
5623,JS-08,"DSM 23048, JCM 16529, KCTC 23023, CIP 110392",1,Myroides marinus,GCA_900109075,negative
136162,,"CIP 103059, LMG 14970",0,Myroides odoratimimus,GCA_000297875,negative
137835,,"CIP 101113, LMG 14961, ATCC 700470",0,Myroides odoratimimus,GCA_000242135,negative
138182,CL 229/67,"CIP 105170, NCTC 11180, LMG 4029, CCUG 39352, DSM 112291, JCM 7460, ATCC BAA-634, CCM 3298, CGMCC 1.10437",1,Myroides odoratimimus subsp. odoratimimus,GCA_001485415,negative
5621,,"DSM 2801, ATCC 4651, IAM 14199, JCM 7458, NCTC 11036, CCUG 7321, LMG 1233, BCRC 10678, CCM 3296, CECT 998, CIP 103105, IFO 14945, NBRC 14945",1,Myroides odoratus,GCA_000243275,negative
5620,"CL41/66, CL 41/66","DSM 2802, ATCC 29979, NCTC 11179, JCM 7459, CCM 3297, LMG 4028, CIP 105169",0,Bartonella mastomysi,GCA_900453725,negative
5624,MY15,"DSM 23313, LMG 25566, JCM 17139",1,Myroides phaeus,GCA_900099675,negative
5622,D25,"DSM 19823, CCTCC M 208030, CIP 110414, KCTC 23066",1,Myroides profundi,GCA_000833025,negative
166567,AB053B,"NBRC 114350, NCCB 100767",1,Myxococcus eversor,GCA_010894455,negative
167926,AM301,"NBRC 114352, NCCB 100768",1,Myxococcus vastator,GCA_010894475,negative
9984,FB,"DSM 16526, ATCC 25232, CCUG 2079, CIP 107069, IFO 13542, NBRC 13542, NCIMB 9412, ATCC 19368",1,Myxococcus xanthus,GCA_900106535,negative
133894,ZLM-10,"CCTCC AB 208222, KCTC 23983",1,Nafulsella turpanensis,GCA_000346615,negative
166309,,"CGMCC 4.7629, NBRC 114017, YIM 132087",1,Nakamurella alba,GCA_009707545,positive
166277,S14-144,"CCTCC AB 2015345, KCTC 39796",1,Nakamurella antarctica,GCA_003860405,positive
166422,12Sc4-1,"KCTC 49114, CGMCC 1.16555",1,Nakamurella deserti,GCA_003260015,positive
132455,2Q3S-4-2,"DSM 100722, CGMCC 4.7308, JCM 31778",1,Nakamurella endophytica,GCA_014646215,positive
168508,N5BH11,"CGMCC 4.7524, KCTC 49196",1,Nakamurella flava,GCA_005298075,positive
23147,DS-52,"DSM 26917, CIP 108919, JCM 15652, KCTC 19127, NBRC 105867",1,Nakamurella flavida,GCA_016918095,positive
10174,DLS-10,"DSM 19367, JCM 16024, KCTC 19285, DLS 10, NBRC 106258",1,Nakamurella lactea,GCA_000426645,positive
10173,Y-104,"DSM 44233, ATCC 700099, CIP 104796, JCM 9543, CCM 4621, FERM P-14709, NBRC 105858",1,Nakamurella multipartita,GCA_000024365,positive
23148,P4-7,"DSM 26919, CECT 7604, KCTC 19426, JCM 31706",0,Nakamurella panacisegetis,GCA_900104535,positive
133020,S20-107,"DSM 102309, LMG 29427",1,Nakamurella silvestris,GCA_003576535,positive
17655,JW/NM-WN-LU,"DSM 18760, ATCC BAA-1443",1,Natranaerobius trueperi,GCA_002216005,positive
132586,JW/NM-HA 15,DSM 23470,1,Natrarchaeobaculum aegyptiacum,GCA_002156705,negative
5961,172P1,"DSM 12278, CIP 105332, FERM P-10747, JCM 9576, ATCC 700177, NBRC 102637",1,Natrialba asiatica,GCA_000337555,negative
5960,MS3,"DSM 3394, ATCC 43099, CCM 3739, NCMB 2190, JCM 8861, CGMCC 1.1966, CIP 104546, IAM 13178, NBRC 102185, NCIMB 2190",1,Natrialba magadii,GCA_000025625,negative
1570,HN30,"DSM 21771, JCM 15649",1,Natribacillus halophilus,GCA_900100185,positive
134340,HIS40-3,"BCC 24370, JCM 14663, PCU 303",1,Natrinema gari,GCA_000337175,positive
5889,2,"DSM 3751, ATCC 43214, NCMB 777, JCM 8980, CGMCC 1.3707, CGMCC 1.6163, CIP 106292, NCIMB 777, IAM 13167, NRC 34020, Delft 9",1,Natrinema pallidum,GCA_000337615,negative
5891,157,"DSM 15624, CIP 106293, JCM 10476, NCIMB 786, CGMCC 1.3708, CGMCC 1.6174, IAM 13169",1,Natrinema pellirubrum,GCA_000230735,negative
131258,294-194-5,"DSM 27208, CECT 7630, JCM 16593",1,Natronoarchaeum philippinense,GCA_900215575,negative
5964,SP2,"DSM 3393, ATCC 43098, CCM 3738, NCMB 2189, CCUG 28374, JCM 17874, CIP 104747, IAM 13177, JCM 8860, NBRC 102187, NCIMB 14426, VKM B-1750, NCIMB 2189",1,Natronobacterium gregoryi,GCA_000230715,negative
24083,B23,"DSM 24767, CECT 8068, JCM 17655",1,Natronobacterium texcoconense,GCA_900104065,negative
5966,Ah-36,"DSM 10524, JCM 9655, ATCC 51971, CGMCC 1.3840, CIP 105333, FERM P-11024",1,Natronococcus amylolyticus,GCA_000337675,positive
5965,SP4,"DSM 3396, ATCC 43101, CCM 3871, NCMB 2192, JCM 8859, CIP 104548, IAM 13184, NBRC 102186, NCIMB 2192, VKM B-1752",1,Natronococcus occultus,GCA_000328685,positive
5898,"8.8.11, CSW8.8.11","DSM 18674, CECT 7526, JCM 14361",1,Natronomonas moolapensis,GCA_000591055,negative
5896,Gabara,"DSM 2160, ATCC 35678, JCM 8858, CCM 3872, CIP 103997, IFO 14720, NBRC 14720, NCIMB 2260, VKM B-1749",1,Natronomonas pharaonis,GCA_000026045,negative
134191,7-3,"CGMCC 1.4299, JCM 13488",1,Natronorubrum aibiense,GCA_009392895,negative
161009,A33,"JCM 10635, CGMCC 1.1984, CIP 107015, AS 1.2123",1,Natronorubrum bangense,GCA_000337715,negative
133563,CG-6,"CECT 7487, CGMCC 1.8981, JCM 15982",1,Natronorubrum sediminis,GCA_900108095,negative
134219,AD2,"CGMCC 1.6307, JCM 14089",1,Natronorubrum sulfidifaciens,GCA_000337735,negative
5899,"98.3, GA33","DSM 13204, AS 1.2123, JCM 10636, CGMCC 1.2123, CIP 107016, AS 1.1984",1,Natronorubrum tibetense,GCA_000337235,negative
140700,BSker1,"JCM 31341, UNIQUEM U1008, UNIQEM U1008",1,Natronospira proteinivora,GCA_024170465,negative
167838,G-116,"KCTC 62956, VKM B-3134",1,Natronospirillum operosum,GCA_004768465,negative
140343,AFT2,"DSM 103164, CCTCC AB 2015428, JCM 33579",1,Naumannella cuiyingiana,GCA_013408305,positive
12674,WS 4616,"DSM 24323, LMG 26184, JCM 30997",1,Naumannella halotolerans,GCA_004364645,positive
10430,AmH,"DSM 18972, ATCC BAA-1463",1,Nautilia profundicola,GCA_000021725,negative
17206,,"DSM 21255, CCUG 56017, CIP 109806, ADV 07/08/06-B-1388, AIP 149.07",1,Negativicoccus succinicivorans,GCA_014207605,negative
24762,J221,"DSM 28678, CGMCC 1.10130, NRRL B-51319",1,Neiella marina,GCA_002165625,negative
10493,"CL 191/78, Vandamme R-24680, D 8251","DSM 21642, ATCC 29858, CDC D8251, LMG 23011, NCTC 12228, CIP 103440",1,Neisseria animaloris,GCA_002108605,negative
135433,268-80,"CIP 104148, NCTC 12227, LMG 23010",0,Neisseria animaloris,GCA_900638345,negative
140279,KH1503,"DSM 103136, ATCC TSD-57",1,Neisseria arctica,GCA_001027865,negative
10485,H6,"DSM 18000, ATCC 14687, CCUG 2153, CIP 103347, LMG 8383, NCTC 10296, CCUG 56775",1,Neisseria canis,GCA_002108495,negative
10466,194,"DSM 4630, ATCC 14685, NCTC 10294, CIP 73.16, CCUG 2156, LMG 8380",1,Neisseria cinerea,GCA_000173895,negative
10491,"SH1/3848, SH1/3848 (V33)","DSM 19151, ATCC 700276, CIP 106968, CCUG 53898",1,Neisseria dentiae,GCA_002108595,negative
158278,93087,"DSM 104677, LMG 30012",1,Neisseria dumasiana,GCA_002108505,negative
10488,6171/75,"DSM 23337, ATCC 29315, CCUG 6508 A, CIP 82.85, NCTC 11050, CCUG 6508",1,Neisseria elongata subsp. glycolytica,GCA_000176755,negative
10471,"89-018314, F-18, P935","DSM 9189, ATCC 49226, CCUG 26213, CDC 10.001, CIP 107031, CCM 4500, CNCTC 5194",0,Neisseria gonorrhoeae,GCA_001997645,negative
10467,,"DSM 4691, ATCC 23970, NCTC 10617, CCUG 5853, CIP 72.17, CCM 4401, NCDC A7515",1,Neisseria lactamica,GCA_000173995,negative
10473,"21, M 1027","DSM 10036, ATCC 13077, NCTC 10025, CCUG 3269, CIP 73.10, JCM 33544",1,Neisseria meningitidis,GCA_900638555,negative
139503,M2092,"CIP 104218, ATCC 13090, NCTC 10026, CCUG 3270, CIP 64.17",0,Neisseria meningitidis,GCA_900638605,negative
10486,,"CCUG 17915, LMG 5284, DSM 18009, ATCC 10555, CIP 73.11",1,Neisseria perflava,GCA_023472875,negative
10490,LNP N 462,"DSM 22809, ATCC 43768, CCUG 18030, CIP 100113, NCTC 11858",1,Neisseria polysaccharea,GCA_000176735,negative
10496,"871, WC 08-871","CCUG 59856, DSM 22246, CIP 109933",1,Neisseria shayeganii,GCA_000226875,negative
10495,"12337, WC 04-12337","DSM 22244, CIP 109932, CCUG 60228",0,Neisseria shayeganii,GCA_014054965,negative
10483,"Berger 6b, 30.016, Q19","DSM 17713, ATCC 29256, ATCC 49276, CCUG 23929, CCUG 24959, LMG 5290, NRL 30016, LMG 5312, NRL 30,016, CIP 103345",1,Neisseria sicca,GCA_000174655,negative
10478,37,"DSM 17610, ATCC 49275, CCUG 23930, CIP 103343, LMG 5313, NRL 30017, LMG 5921, CCM 4407",1,Neisseria subflava,GCA_005221305,negative
10498,"9715, WC 05-9715","CCUG 59855, DSM 22247, CIP 109934",1,Neisseria wadsworthii,GCA_000227765,negative
10497,"2507, WC 05-2507","DSM 22245, CIP 109931, CCUG 60227",0,Neisseria wadsworthii,GCA_014054885,negative
10481,ISL775/91,"DSM 17688, ATCC 51410, CCM 4587, CCUG 4007, CIP 103940, LMG 5135, NCTC 12742",1,Neisseria weaveri,GCA_000224255,negative
166180,"10022, strain 10022","DSM 103441, CGMCC 1.15732",1,Neisseria weixii,GCA_002327085,negative
10494,"CL 194/78, Vandamme R-24681, CNPE12, D5986","DSM 21643, ATCC 29859, CDC D5986, LMG 23012, NCTC 12230, CIP 104144",1,Neisseria zoodegmatis,GCA_002108575,negative
1214,"IDA 1115, R-16315","DSM 15601, CIP 108807, LMG 21833, JCM 21706, IAM 15255",1,Neobacillus bataviensis,GCA_000307875,positive
132382,Ap-6,"DSM 101566, CCM 8651, CIP 110974",1,Neobacillus cucumis,GCA_016908975,positive
1213,"IDA 1937, R-16337","DSM 15600, CIP 108808, LMG 21831, JCM 21707, IAM 15256, NBRC 102427",1,Neobacillus drentensis,GCA_001591445,positive
1251,B1801T,"DSM 18237, LMG 17489, NCIMB 13771, Rcp Sm1, JCM 21708, CIP 106910, IAM 15257, KCTC 13885, KCTC 3851, LMG 19448, NBRC 102428",1,Neobacillus fumarioli,GCA_001591485,positive
140352,SYP-B691,"DSM 29196, JCM 30743",1,Neobacillus notoginsengisoli,GCA_003515685,positive
1216,"IDA 3307, R-15439","DSM 15603, CIP 108805, LMG 21837, JCM 21709, IAM 15258, NBRC 102450",1,Neobacillus novalis,GCA_001591805,positive
164404,YLB-04,"JCM 32872, MCCC 1A12711",1,Neobacillus piezotolerans,GCA_003362805,positive
1249,,"DSM 18135, KCTC 13943, Gsoil 420",1,Neobacillus pocheonensis,GCA_023702235,positive
1217,"IDA 0086, R-16300, ISA0086","DSM 15604, CIP 108804, LMG 21838, JCM 21710, IAM 15259, KCTC 13572, NBRC 102451",1,Neobacillus soli,GCA_001591665,positive
1215,"IDA 3632, R-15447","DSM 15602, CIP 108806, LMG 21834, JCM 21711, IAM 15260, KCTC 13573, NBRC 102452",1,Neobacillus vireti,GCA_000508325,negative
7141,GR1,"DSM 15528, ATCC BAA-740",1,Neomegalonema perideroedes,GCA_000374145,negative
140035,DY66,"DSM 105783, JCM 16364, KCTC 19557, NBRC 109060",1,Neomicrococcus aestuarii,GCA_014201135,positive
13638,,"DSM 21826, CCBAU 01393, HAMBI 3051, LMG 24763",1,Neorhizobium alkalisoli,GCA_002968635,negative
13626,,"DSM 11542, ATCC 43677, CIP 105585, JCM 20973, LMG 6214, NBRC 14965, CCUG 27880, HAMBI 540, IAM 13631, IFO 14965, NZP 5563, OUT 30006",1,Neorhizobium galegae,GCA_000731315,negative
13632,"S 02, S02","DSM 21817, ATCC BAA-115, CIP 105757, LMG 18254",1,Neorhizobium huautlense,GCA_002968575,negative
166100,24NR,"ACCC 61588, JCM 33731",1,Neorhizobium lilium,GCA_004053875,negative
13640,,"DSM 25378, CCBAU 05176, LMG 25447, HAMBI 3039",1,Neorhizobium vignae,GCA_000732195,negative
158718,S27-2,"KCTC 52335, MCCC 1A02149",1,Neptunicella marina,GCA_014270035,negative
11283,S3-22,"DSM 22306, CCTCC AB 209086, KACC 14056",1,Neptunomonas antarctica,GCA_001305295,negative
133788,LHW37,"KACC 15543, JCM 17730, BCRC 81037",1,Neptunomonas concharum,GCA_006148955,negative
11282,,"DSM 18939, JCM 14595, JAMM 0745",1,Neptunomonas japonica,GCA_000422765,negative
133855,P10-2-4,"CGMCC 1.10971, KCTC 23686",1,Neptunomonas qingdaonensis,GCA_016082375,negative
13682,2SM4,"DSM 16309, CCUG 49433, CECT 5292, CIP 108404",1,Nereida ignava,GCA_001049735,negative
7771,,"DSM 19423, CCTCC AB 207011, JCM 16549, CAAS 252, NBRC 107629",1,Nesterenkonia alba,GCA_000421745,positive
132446,CK5,"DSM 27373, JCM 19723, CIP 110620",1,Nesterenkonia aurantiaca,GCA_004364585,positive
140586,10C,"LMG 29100, KCTC 39636, CGMCC 1.15388",1,Nesterenkonia cremea,GCA_014642675,positive
7772,,"DSM 16378, JCM 19556, KCTC 19048, YIM 70179, JCM 16019",1,Nesterenkonia halophila,GCA_009467795,positive
7764,,"DSM 15474, CCTCC AA 001022, YIM 70084, JCM 13018, KCTC 19014",1,Nesterenkonia halotolerans,GCA_014874065,positive
7769,JG-241,"DSM 19081, JCM 12610, KCTC 19053, CIP 109490, NCIMB 14784",1,Nesterenkonia jeotgali,GCA_014138825,positive
7763,EL-30T,"CCUG 47141, JCM 11953, DSM 12544, CIP 107030, IFAM EL-30",1,Nesterenkonia lacusekhoensis,GCA_017876395,positive
7766,,"DSM 15666, CCTCC AA 203010, CIP 108679, KCTC 19013, YIM 70081, JCM 13019, CIP 107970, JCM 19019",1,Nesterenkonia lutea,GCA_014873955,positive
164194,M8,"JCM 32100, CGMCC 1.16706, MCC 3367",1,Nesterenkonia natronophila,GCA_003595215,positive
140783,BV-35,"NCAIM B 02606, DSM 29786",1,Nesterenkonia pannonica,GCA_019575955,negative
7767,,"DSM 15664, CCTCC AA 203007, CIP 108680, KCTC 19011, YIM 70009, JCM 13020",1,Nesterenkonia sandarakina,GCA_013410215,negative
17661,GR15-1,"DSM 19509, KACC 11703",1,Nevskia soli,GCA_000711955,negative
17758,R2A15-11,"DSM 17617, CIP 109580, KACC 11698",1,Niabella aurantiaca,GCA_000374125,negative
24735,"E90, E96","CCUG 62505, DSM 25811, CCM 8410, LMG 26954, CIP 110418",1,Niabella drilacis,GCA_900101395,negative
133448,GR10-1,"KACC 13021, JCM 15444, NBRC 106414",1,Niabella ginsengisoli,GCA_022513635,negative
133388,THG-DN5.5,"KACC 18857, CCTCC AB 2016086",1,Niabella hibiscisoli,GCA_022512515,negative
140823,R384,"KEMB 9005-329, KACC 18454, JCM 31011",1,Niabella pedocola,GCA_021044425,negative
17759,JS13-8,"DSM 19437, KACC 12604",1,Niabella soli,GCA_000243115,negative
642,"Ford 26, 26, 726","DSM 11, ATCC 4513, CCM 2048, JCM 2504, LMG 13261, NCIB 9374, NCTC 2610, CCUG 7416, ATCC 9140, ATCC 24, BCRC 10605, CECT 10, CIP 52.75, HAMBI 1911, IAM 12462, IAM 14175, IFO 13626, KCTC 3347, LMG 6926, NBRC 13626, NCCB 75011, NCFB 1775, NCIMB 9374, NRRL B-378, NRRL B-380, VKM B-1242, VTT E-95570, NCDO 1775, NRRL NRS726",1,Niallia circulans,GCA_001591585,positive
1209,Fo-92,"DSM 15077, ATCC BAA-519, CIP 108262",1,Niallia nealsonii,GCA_002835805,positive
164454,M5HDSG1-1,"JCM 33117, CGMCC 1.13668",1,Niallia taxi,GCA_004005475,positive
17756,GR20-10,"DSM 17620, KACC 11465",1,Niastella koreensis,GCA_000246855,negative
133537,THYL-44,"CCTCC AB 208238, KCTC 22560",1,Niastella populi,GCA_002078015,negative
140864,DJ57,"KCTC 42474, CCTCC AB 2015052",1,Niastella vici,GCA_002077945,negative
17757,GR20-13,"DSM 17621, KACC 11466",1,Niastella yeongjuensis,GCA_002077935,negative
166361,BT10,"KCTC 62607, NBRC 114383",1,Nibribacter ruber,GCA_009913235,negative
11728,"D1522_98, JF2139, D1522","DSM 16380, CCUG 43639, CIP 108715",1,Nicoletella semolina,GCA_004345745,negative
168513,Z7-4,"CCTCC AB 2017231, KCTC 62459",1,Nioella ostreopsis,GCA_004000255,negative
140471,JS7-11,"MCCC 1A00710, KCTC 42144",1,Nioella sediminis,GCA_001879695,negative
13946,DR41_21,"DSM 18348, CIP 109265, OOB 129",1,Nisaea denitrificans,GCA_000426505,negative
13947,DR41_18,"DSM 19540, CIP 109601, OOB 128",1,Nisaea nitritireducens,GCA_014904795,negative
10423,E9I37-1,"DSM 16511, JCM 12458",1,Nitratifractor salsuginis,GCA_000186245,negative
140601,2-2-12-1,"CGMCC 1.15320, LMG 29090",1,Nitratireductor aestuarii,GCA_014641695,negative
11871,NL21,"DSM 15645, ATCC BAA-762, JCM 21793, CGMCC 1.8928, IAM 15348",1,Nitratireductor aquibiodomus,GCA_000615975,negative
170935,,"KCTC 62997, NBRC 113694, CAU 1489",1,Nitratireductor arenosus,GCA_009742725,negative
133633,"RC92-7, C115","CCTCC AB 209298, LMG 25540, MCCC 1A01260",1,Nitratireductor indicus,GCA_000300515,negative
11872,,"DSM 19185, JCM 14851, KACC 11904, Ky 101, NBRC 106418",1,Nitratireductor kimnyeongensis,GCA_019891395,negative
166310,SY7,"KCTC 72110, MCCC 1K03723",1,Nitratireductor mangrovi,GCA_007922615,negative
10424,MI55-1,"DSM 16512, JCM 12459",1,Nitratiruptor tergarcus,GCA_027946175,negative
17693,ANL-iso2,"DSM 45188, NBRC 105792, NCCB 100119, UNIQEM U239",1,Nitriliruptor alkaliphilus,GCA_000969705,positive
140898,MEB087,"KCTC 42948, JCM 19317",1,Nitrincola alkalisediminis,GCA_009821115,negative
11284,4CA,"DSM 16316, ATCC BAA-920",1,Nitrincola lacisaponensis,GCA_000691225,negative
164093,MEB193,"JCM 31570, MCC 2863, KCTC 52390",1,Nitrincola tapanii,GCA_008368715,negative
24722,LW7,"DSM 46695, CCUG 57665, JCM 15946, NCCB 100279",1,Nitritalea halalkaliphila,GCA_000265075,negative
159828,MY1,"JCM 31640, KCTC 4249",1,Nitrosarchaeum koreense,GCA_000220175,negative
140139,,"DSM 106739, JCM 18716, KACC 17062, MIC 2059",1,Niveibacterium umoris,GCA_014197015,negative
13995,"KBC 1, KBC1","DSM 11586, ATCC 51182, CIP 103311, CCUG 30621, LMG 10653, BCRC 15764",1,Niveispirillum irakense,GCA_000429645,negative
10731,VA-12,"DSM 44432, ATCC 23824, ATCC BAA-279, IMMIB D-1599, IMMIB N-63, JCM 10984, NBRC 100374, CCUG 45938, CIP 106822, IMMIB D-1592, CGMCC 4.1723, IFM 10029",1,Nocardia abscessus,GCA_000308455,positive
10818,GW4-1778,"DSM 45049, CCUG 53410, CIP 109315, JCM 14671, IFM 10820, NBRC 108247",1,Nocardia acidivorans,GCA_001625085,positive
10753,SD769,"CCUG 46122, DSM 44491, ATCC BAA-280, CIP 109047, NBRC 100379, NCTC 13181, JCM 11438",1,Nocardia africana,GCA_001612635,positive
10627,,"DSM 44684, CCTCC AA 001030, CIP 108434, YIM 30243, JCM 13373, IFM 10588, NBRC 108234",1,Nocardia alba,GCA_001612665,positive
10813,,"DSM 44997, CIP 109606, OFN S17, JCM 14670, IFM 10819, NBRC 108246",1,Nocardia altamirensis,GCA_001612685,positive
10816,TT 00-78,"DSM 45066, KCTC 19208, NBRC 102102, JCM 14877, IFM 10867",1,Nocardia amamiensis,GCA_001612745,positive
10715,W9988,"DSM 45539, CCUG 59655",1,Nocardia amikacinitolerans,GCA_024172045,positive
10798,,"DSM 44821, IFM 0323, JCM 12396, NBRC 100462, CIP 108869",1,Nocardia anaemiae,GCA_001612725,positive
10789,,"DSM 44805, CIP 109046, IFM 0372, JCM 12352, NBRC 100429",1,Nocardia aobensis,GCA_000308375,positive
10786,,"DSM 44729, IFM 0575, JCM 12118, NBRC 100135, CIP 108631",1,Nocardia araoensis,GCA_000308435,positive
