ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Kind of temperature,Temperature
11176,,"DSM 40465, ATCC 23612, CBS 693.72, CIP 106424, IFO 13392, INA 6476/62, ISP 5465, KCC S-0717, NBRC 13392, PCM 2490, RIA 1353, JCM 4717, BCRC 15175, BCRC 16386, CGMCC 4.2086, IFM 10203, IMSNU 21332, MTCC 1102, VKM Ac-1882, VKM Ac-1885, DSM 40645",1,Nocardiopsis alborubida,GCA_001552695,optimum,28
131849,WS 2,"DSM 44657, CCTCC AA 001031, JCM 12678, YIM 80379, NBRC 104163",1,Nocardiopsis alkaliphila,GCA_000341005,optimum,29.00
11222,,"DSM 44844, CCTCC AA 2040015, CIP 109297, KCTC 19008, NBRC 104398, YIM 90109, JCM 15311",1,Nocardiopsis chromatogenes,GCA_000341185,optimum,28
11201,KS9,"DSM 44551, JCM 11768, NRRL B-24145, BCRC 16374, CGMCC 4.2090, CIP 107461, NBRC 100345, NCIMB 14354, VKM Ac-2521, VTT E-042201",1,Nocardiopsis composta,GCA_014200805,optimum,30
11234,,"DSM 45031, CGMCC 4.3500, HBUM 20038, JCM 15475",1,Nocardiopsis ganjiahuensis,GCA_000341085,optimum,30
11218,,"DSM 44841, CCTCC AA 2040012, CIP 109294, KCTC 19006, NBRC 104397, YIM 90087, JCM 15312",1,Nocardiopsis gilva,GCA_000341165,optimum,28
11220,,"DSM 44845, CCTCC AA 2040016, CIP 109298, KCTC 19009, NBRC 104399, YIM 90130, JCM 15310",0,Nocardiopsis halophila,GCA_000341205,optimum,28
11210,F100,"DSM 44410, JCM 11760, NRRL B-24124, BCRC 16376, CGMCC 4.2084, CIP 107430, NBRC 100347, VKM Ac-2519",1,Nocardiopsis halotolerans,GCA_000341065,optimum,30
11236,,"DSM 45168, KCTC 19473, JSM 073097, JCM 16954",1,Nocardiopsis kunsanensis,GCA_014651735,optimum,25
11193,A5-1,"DSM 44048, ATCC 51300, IFO 15854, JCM 9420, NBRC 15854, BCRC 16261, CGMCC 4.2082, IMSNU 22175, VKM Ac-1962",1,Nocardiopsis lucentensis,GCA_000341125,optimum,28
11185,208,"DSM 43845, ATCC 35940, JCM 3336, KCC A-0336, BCRC 16257, CGMCC 4.2085, IFM 0264, IFO 14423, IMSNU 21500, IMSNU 22173, KCTC 9130, MAFF 304004, NBRC 14423, NRRL B-16235, PCM 2493, VKM Ac-1880, VTT E-022153",1,Nocardiopsis alba subsp. prasina,GCA_000341265,optimum,28
11217,,"DSM 44839, CCTCC AA 204009, KCTC 19003, YIM 90010, JCM 13364, CIP 108478",1,Nocardiopsis salina,GCA_000341025,optimum,28
11238,HM6,"DSM 45277, CCUG 57624, UTMC 00102",1,Nocardiopsis sinuspersici,GCA_001998325,optimum,28
11194,,"DSM 44143, JCM 10456, IMMIB D-1215, CGMCC 4.2091, NBRC 102581, VKM Ac-2518",1,Nocardiopsis synnemataformans,GCA_000340945,optimum,28
11235,,"DSM 45023, CGMCC 4.2135, HBUM 20028, JCM 16800",1,Nocardiopsis valliformis,GCA_000340985,optimum,28
5723,DSW-6,"DSM 17205, KCTC 12402",1,Nonlabens dokdonensis,GCA_000332115,optimum,25
134174,CKA-5,"NBRC 100970, LMG 23247",1,Nonlabens tegetincola,GCA_002117085,optimum,17.50
134161,UST030701-156,"NRRL B-41138, JCM 13191",1,Nonlabens spongiae,GCA_002117125,optimum,29.00
134154,UST030701-324,"NRRL B-41136, JCM 12886, NBRC 101533",1,Nonlabens tegetincola,GCA_002954355,optimum,32
5724,SW256,"DSM 16809, NCIMB 14027",1,Nonlabens xylanidelens,GCA_002934445,optimum,20
16548,,"DSM 43748, ATCC 35107, IFO 14745, INA 1839, NBRC 14745, RIA 1839, JCM 6240, BCRC 16334, CIP 107353, KCTC 9260, MTCC 1417, NRRL B-16114, VKM Ac-924",1,Nonomuraea africana,GCA_014873535,optimum,30
16547,"3479, LIA-0443, 0443 (R.A Zhukova 3479/30)","DSM 43173, IFO 13155, KCC A-0109, NBRC 13155, JCM 3109, BCRC 13334, CGMCC 4.1229, CIP 107357, IMSNU 20088, IMSNU 22183, KCTC 9191, KCTC 9261, MTCC 1545, NBIMCC 1594, NRRL B-3905, CCRC 13334, KCC A-109, AS 4.1229",1,Nonomuraea angiospora,GCA_014873145,optimum,37
166402,160415,"KCTC 39875, DSM 104309",1,Nonomuraea basaltis,GCA_005893125,optimum,28
158292,,"DSM 103465, CGMCC 4.7368, KCTC 39805, SYSU K10005",1,Nonomuraea cavernae,GCA_014646355,optimum,28
133109,,"MCCC 1K03213, KCTC 39826, XMU 110",1,Nonomuraea ceibae,GCA_019396325,optimum,37
16564,5-38-42,"DSM 45129, CIP 109641, JCM 13931, MTCC 8090, CGMCC 4.5722",1,Nonomuraea coxensis,GCA_000379885,optimum,30
158929,KC310,"DSM 102919, CGMCC 4.7331, KCTC 39774",1,Nonomuraea deserti,GCA_004348685,optimum,28
159579,KC712,"DSM 102925, CGMCC 4.7334, KCTC 39776",1,Nonomuraea diastatica,GCA_004349015,optimum,28
16558,"FH 2205, FH2205","DSM 44320, ATCC 35861, IFO 14309, NBRC 14309, NRRL 11111, JCM 3338, BCRC 13419, CGMCC 4.1204, CIP 107127, KCCM 12213, KCTC 9173, KCTC 9610",1,Nonomuraea dietziae,GCA_014195505,optimum,30
16537,,"DSM 43553, ATCC 35575, IFO 14094, IMET 9567, JCM 3283, NBRC 14094, NCIB 11630, NRRL B-16096, BCRC 12537, CCM 3424, CIP 106925, IMSNU 20090, KCTC 9269, MTCC 1059, NCIMB 11630, VKM Ac-854, CCRC 12537, KCC A-0283",1,Nonomuraea ferruginea,GCA_027620355,optimum,28
141104,NEAU-BB2C19,"CGMCC 4.7430, DSM 104838",1,Nonomuraea glycinis,GCA_014646515,optimum,28
16573,A4036,"DSM 45507, KCTC 19870",1,Nonomuraea jabiensis,GCA_014204795,optimum,28
16571,FXJ1.102,"DSM 45780, CGMCC 4.6533, NBRC 106679, JCM 18570",1,Nonomuraea jiangxiensis,GCA_900099965,optimum,30
16561,"GW 14-1925, GW78","DSM 44753, JCM 13854, NRRL B-24325",1,Nonomuraea kuesteri,GCA_000716135,optimum,28
159166,KC201,"DSM 102917, CGMCC 4.7339, KCTC 39781",1,Nonomuraea longispora,GCA_004348345,optimum,28
164415,6K102,"JCM 32916, CGMCC 4.7541",1,Nonomuraea mesophila,GCA_004352805,optimum,28
164452,PA1-10,"JCM 33073, NBRC 112774, TISTR 2497",1,Nonomuraea phyllanthi,GCA_006334985,optimum,31.00
16549,,"DSM 43925, IFO 14345, IMET 9743, INA 2755, NBRC 14345, NRRL B-16243, VKM Ac-1084, JCM 6834, ATCC 49500, BCRC 16335, CIP 107354, IMSNU 20094, KCTC 9277",1,Nonomuraea polychroma,GCA_004011505,optimum,28
16552,M2244,"DSM 44170, IFO 15903, INA 4281, NBRC 15903, VKM Ac-1780, JCM 9946, CIP 107392",1,Nonomuraea roseoviolacea subsp. carminata,GCA_024172185,optimum,30
16544,,"DSM 43768, ATCC 27031, CBS 132.76, DSM 43897, IFO 14070, IMET 8181, JCM 3234, KCC A-0234, NBRC 14070, VKM Ac-615, JCM 3389, BCRC 12591, CGMCC 4.5715, CIP 107008, IFO 14686, IMSNU 20099, INA 325, KCTC 9284, NBRC 14686, NRRL B-16083",1,Nonomuraea rubra,GCA_014207985,optimum,30
16556,NEAU-Z6,"DSM 45729, CGMCC 4.7037, JCM 30783",1,Nonomuraea solani,GCA_900108335,optimum,28
16572,,"DSM 45533, JCM 17347, YIM 120770",1,Nonomuraea soli,GCA_013761175,optimum,28
16546,832-34,"DSM 43555, ATCC 35114, CCM 3426, IFO 14097, IMET 9621, JCM 3286, KCC A-0286, NBRC 14097, NCIB 11633, NRRL B-16098, BCRC 13309, CIP 106923, IMSNU 20101, KCTC 9286, NCIMB 11633, VKM Ac-853, CCRC 13309",1,Nonomuraea spiralis,GCA_014648435,optimum,30
164685,CH32,"JCM 33876, KCTC 49368",1,Nonomuraea terrae,GCA_004348995,optimum,30
16550,3344,"DSM 43926, ATCC 49501, IFO 14348, IMET 9747, INA 3344, NBRC 14348, JCM 6836, BCRC 16339, CGMCC 4.2106, CGMCC 4.5709, CIP 107010, IMSNU 22186, KCTC 9287, NRRL B-16246, VKM Ac-852",1,Nonomuraea turkmeniaca,GCA_005889735,optimum,28
14681,TRF-1,"DSM 19163, CIP 109506, LMG 24060, UCCCB22",1,Nosocomiicoccus ampullae,GCA_001696685,optimum,33.50
140696,XMTR2A4,"MCCC 1A01882, KCTC 52427",1,Notoacmeibacter marinus,GCA_002238045,optimum,29.00
140483,,"JCM 17723, DSM 25787, TSA 66",1,Noviherbaspirillum autotrophicum,GCA_000818395,optimum,30
140482,,"JCM 17722, ATCC TSD-69, TSA 40, DSM 113107",1,Noviherbaspirillum denitrificans,GCA_002211445,optimum,30
133958,CC-AFH3,"BCRC 80516, JCM 18414",1,Noviherbaspirillum malthae,GCA_015352985,optimum,30
24269,JC206,"DSM 25712, CSUR P159",1,Noviherbaspirillum massiliense,GCA_000312045,optimum,37
11372,SUEMI10,"DSM 24276, CECT 7840, LMG 26149",1,Noviherbaspirillum soli,GCA_015352955,optimum,28
166370,Poly41,"DSM 103145, VKM B-3437",1,Novipirellula artificiosorum,GCA_007860135,optimum,27
166409,Q31b,"DSM 103929, LMG 29701",1,Novipirellula aureliae,GCA_007860185,optimum,30
166410,"Pla52o, Pla52Original","DSM 103357, LMG 29744",1,Novipirellula galeiformis,GCA_007860095,optimum,30
14164,FSW 06-204d,"DSM 19966, CCM 7496, CCUG 55538",1,Novosphingobium acidiphilum,GCA_000429005,optimum,25
159855,Jyi-02,"BCRC 80537, KCTC 32422",1,Novosphingobium arvoryzae,GCA_014652615,optimum,20
23265,LL02,"DSM 25411, CCM 7980",1,Novosphingobium barchaimii,GCA_001046635,optimum,28
141008,164,"CICC 11035s, DSM 103351",1,Novosphingobium clariflavum,GCA_026420865,optimum,28
140931,Teta.03,"LMG 27385, KCTC 32255",1,Novosphingobium colocasiae,GCA_014652555,optimum,20
23266,FNE08-7,"DSM 25065, CCM 7978, CCUG 61508",1,Novosphingobium fuchskuhlense,GCA_001519075,optimum,25
141002,R1-4,"KACC 19094, JCM 31879",1,Novosphingobium humi,GCA_028607105,optimum,30
14165,H25,"DSM 23608, CGMCC 1.6784, LMG 24713, MCCC 1A01080",1,Novosphingobium indicum,GCA_014645195,optimum,27.5
23267,,"DSM 25409, CCM 7976, LE 124",0,Novosphingobium lindaniclasticum,GCA_000445125,optimum,28
14162,SM117,"DSM 23374, CCM 7473, MTCC 9020",1,Novosphingobium mathurense,GCA_900168325,optimum,32.5
166517,,"KCTC 52672, CCTCC AB 2017010, SYSU G00007",1,Novosphingobium meiothermophilum,GCA_003171715,optimum,41.00
140899,SLH-16,"BCRC 80888, LMG 28418, KCTC 42194",1,Novosphingobium piscinae,GCA_014230355,optimum,38.50
14155,T3-B9,"DSM 17507, AS 1.3432, JCM 12465, CCUG 56308, BCRC 80740, CGMCC 1.3432, CIP 108789",1,Novosphingobium taihuense,GCA_007830315,optimum,25
167622,FSY-9,"BCRC 81052, KCTC 52813, LMG 30054",1,Novosphingobium umbonatum,GCA_004005905,optimum,25.00
14280,"SW150, SW-150","DSM 16222, KCTC 12231, CIP 108792",1,Novosphingopyxis baekryungensis,GCA_000420305,optimum,27.5
134324,TDMA-5,"NBRC 102579, CCUG 54348",1,Nubsella zeaxanthinifaciens,GCA_003313335,optimum,30
132595,B4199,"DSM 100830, CCUG 67636",1,Thiopseudomonas alkaliphila,GCA_001267175,optimum,27.50
132351,277,"DSM 25168, LMG 26948",1,Occallatibacter riparius,GCA_025264625,optimum,31.50
160327,T3246-1,"DSM 110499, JCM 32923, CGMCC 1.13532, CGMCC 1.13535",1,Occultella glacieicola,GCA_004353825,optimum,20
133449,P24,"CCTCC AB 208226, LMG 24626, MCCC 1A02083",1,Oceanibaculum indicum,GCA_000299935,optimum,31
158573,L54-1-50,"KCTC 52312, MCCC 1A05150",1,Oceanibaculum nanhaiense,GCA_002148795,optimum,31.00
24525,CLW,"DSM 24423, CGMCC 1.10808, LMG 26245, MCCC 1A06272",0,Oceanicella actignis,GCA_900111545,optimum,54
166199,YLY08,"MCCC 1H00318, KCTC 62182",1,Oceaniglobus ichthyenteri,GCA_003057885,optimum,29.00
141105,1-19b,"MCCC 1A11863, KCTC 52709",1,Oceaniglobus indicus,GCA_002751875,optimum,31.50
159645,102-Na3,"DSM 106032, JCM 32358, KCTC 62271",1,Oceanimonas marisflavi,GCA_003049725,optimum,32.50
164179,StC1,"JCM 32050, KACC 19231",1,Oceaniradius stylonematis,GCA_003149475,optimum,37
133770,V1-41,"CCUG 58690, KCTC 23013, NBRC 106171",1,Oceanisphaera arctica,GCA_002936955,optimum,24
159702,AMac2203,"KCTC 62118, JCM 32207",1,Oceanisphaera avium,GCA_002157875,optimum,20.00
132449,J8B,"DSM 23996, IBRC-M 10444",1,Oceanobacillus halophilus,GCA_003628505,optimum,35
166101,,"CGMCC 1.17002, KCTC 43140, YIM 98839",1,Oceanobacillus halotolerans,GCA_010993955,optimum,37
23737,A21,"DSM 28042, JCM 17251, NCIMB 14685, BCRC 80660",1,Oceanobacillus indicireducens,GCA_014647195,optimum,39
1380,A1g,"DSM 24772, CGMCC 1.7693, JCM 15776, BCRC 80658, KCTC 13886",1,Oceanobacillus neutriphilus,GCA_014645515,optimum,37.0
164402,YLB-02,"JCM 32870, MCCC 1A12699",1,Oceanobacillus piezotolerans,GCA_003665065,optimum,37
133964,SA9,"JCM 17252, NCIMB 14684, DSM 107338, BCRC 80661",1,Oceanobacillus polygoni,GCA_008304605,optimum,35
1376,CL-MP28,"DSM 18246, CIP 109535, KCCM 42318, KCTC 13625",1,Oceanobacillus profundus,GCA_003515705,optimum,35.0
18136,OCT74,"DSM 24906, JCM 15580, LMG 24865",1,Oceanotoga teriensis,GCA_003148465,optimum,56.5
1878,,"DSM 6882, Alc 37, ATCC 49188, CIP 149-70, CIP 82.115, LMG 3331, JCM 21032, CCUG 24695, CIP 149.70, IAM 14119, IFO 15819, NBRC 15819, NCTC 12168",1,Brucella anthropi,GCA_000017405,optimum,28.50
166136,BO-7,"KACC 19676, LMG 30809",1,Ochrobactrum soli,GCA_003664555,optimum,27.50
170127,LCB8,"KCTC 72031, CGMCC 1.13984",1,Ochrobactrum teleogrylli,GCA_006376685,optimum,30
158523,RA1-3,"KCTC 42605, CECT 8868",1,Octadecabacter ascidiaceicola,GCA_900185015,optimum,25
166413,Ha5,"DSM 106907, LMG 30589, NBRC 113643, KCTC 62952",1,Oecophyllibacter saccharovorans,GCA_006542375,optimum,29.00
2382,377-78,"DSM 46000, CIP 100330, IMET 7006, CCUG 47142, JCM 9969, CCM 4094, IFO 15012, LMG 16191, NBRC 15012",1,Oerskovia jenensis,GCA_016907235,optimum,28
2381,,"CCUG 47105, CIP 108256, DSM 14281, IMET 7003, JCM 11755, LMG 20385, NBRC 106154",1,Oerskovia paurometabola,GCA_016907365,optimum,28
2378,"27, AB 1476, N32, Oerskov 27","DSM 20577, ATCC 25835, CIP 100331, DSM 43880, JCM 3160, NCIB 10587, CCM 4093, CFBP 4266, CGMCC 4.1139, CIP 81.27, IAM 14867, IFM 10527, IFO 13506, IFO 15015, IMET 7405, IMSNU 21326, KCCM 12155, KCTC 9084, LMG 4072, NBRC 13506, NBRC 15015, NCIMB 10587, NCTC 11973, NRRL B-8019, RIA 1564, VKM Ac-1024, CCUG 17963",1,Oerskovia turbata,GCA_000718325,optimum,30
133086,SM 30,"DSM 102969, NBRC 111955",1,Oharaeibacter diazotrophicus,GCA_004362745,optimum,28
140604,,"JCM 30904, KCCM 43131, MEBiC 09124",1,Oleiagrimonas citrea,GCA_012395255,optimum,30
11298,2O1,"DSM 24913, BTCC B-675, NBRC 105760, CIP 110300",1,Thalassolituus maritimus,GCA_900156675,optimum,27.5
4150,AL1,"DSM 16109, NCIMB 13491",1,Oleidesulfovibrio alaskensis,GCA_000482745,optimum,37
166170,NAU-10,"KCTC 62417, CCTCC AB 2018015",1,Oleisolibacter albus,GCA_003336875,optimum,30
14138,DC-186,"DSM 18733, CCUG 54353, LMG 23837, CIP 109620",1,Olivibacter domesticus,GCA_900109575,optimum,25.5
14091,AW-6,"DSM 17696, CECT 7133",1,Olivibacter sitiensis,GCA_000427965,optimum,30
5727,L-4,"DSM 24464, CCUG 58074, KCTC 22661",1,Olleya aquimaris,GCA_003259525,optimum,37
24049,WT-MY15,"DSM 28881, CCUG 61507, KCTC 23673",1,Olleya namhaensis,GCA_900114005,optimum,25
17917,,"DSM 22228, CCUG 57622, CN 3",1,Orbus hercynius,GCA_003634275,optimum,25.00
506,P3M-1,"DSM 23815, VKM B-2669",1,Ornatilinea apprima,GCA_001306115,optimum,43.50
1382,MB-9,"DSM 16628, CCM 7237, CIP 109288",1,Ornithinibacillus californiensis,GCA_001038485,optimum,30.0
166377,L9,"KCTC 43176, CGMCC 1.17659",1,Ornithinibacillus caprae,GCA_009728145,optimum,30
1383,,"DSM 22953, CCUG 53201",1,Ornithinibacillus contaminans,GCA_001038425,optimum,30.0
166211,LJ137,"CGMCC 1.13678, NBRC 113552",1,Ornithinibacillus gellani,GCA_003730295,optimum,37
6312,HB09001,"DSM 23364, CGMCC 1.10341, JCM 17738",1,Ornithinibacter aureus,GCA_009858245,optimum,34
140865,,"CGMCC 1.14989, KCTC 39700, EGI 80423, JCM 31779",1,Ornithinicoccus halotolerans,GCA_009602535,optimum,30
6273,2115-028,"DSM 12335, ATCC BAA-9, IFO 16434, NBRC 16434, CCUG 43142, HKI 0125, JCM 11538, CIP 106364, IAM 14900, NCIMB 13613",1,Ornithinicoccus hortensis,GCA_006716185,optimum,28
6275,2115-015,"DSM 12362, CIP 106634, HKI 0124, JCM 11540, KCTC 19900, KCTC 19901, NBRC 106159, NCIMB 13784",1,Ornithinimicrobium humiphilum,GCA_006716885,optimum,28
6279,K22-20,"DSM 17687, JCM 12763, MTCC 6545, CGMCC 1.6491, CIP 109338",1,Ornithinimicrobium kibberense,GCA_006519705,optimum,28
6281,01-Gi-040,"DSM 22056, CCM 7610, JCM 30495",1,Ornithinimicrobium murale,GCA_003352835,optimum,22.50
6280,LW6,"DSM 21552, CGMCC 1.5362, JCM 14001",1,Ornithinimicrobium pekingense,GCA_000421185,optimum,35
134039,B2,"CGMCC 1.12160, JCM 18464",1,Ornithinimicrobium tianjinense,GCA_014636495,optimum,30
6282,KV-628,"DSM 18082, JCM 12835, NBRC 100762, NRRL B-24347",1,Oryzihumus leptocrescens,GCA_006716205,optimum,26
133342,TPP412,"BCRC 80905, JCM 30814",1,Oryzomicrobium terrae,GCA_008274805,optimum,25
133851,GH1,"KCTC 15176, NBRC 108824, JCM 18333, DSM 113516",1,Oscillibacter ruminantium,GCA_000307265,optimum,40
159829,KADR8-3,"KACC 19325, NBRC 113109",1,Ottowia oryzae,GCA_003008535,optimum,32.50
2979,K11,"DSM 14619, JCM 11629",1,Ottowia thiooxydans,GCA_000422885,optimum,26
3250,,"DSM 17368, JCM 12287, NRRL B-23963, UST 20020801, CIP 108786",1,Owenweeksia hongkongensis,GCA_000236705,optimum,29.00
13772,HDW-9,"DSM 25228, CCUG 58403, KCTC 22805",1,Pacificibacter marinus,GCA_900109555,optimum,30
7519,579,"DSM 20116, ATCC 13344, CCM 1649, NCIB 8912, JCM 1330, BCRC 12110, CCUG 23839, CCUG 23885, CDA 579, CGMCC 1.1892, CIP 102364, HAMBI 1850, IAM 12340, IFO 12136, IMSNU 21002, KCCM 41109, KCTC 3378, LMG 3815, NBIMCC 2010, NBRC 12136, NCCB 72018, NCIMB 8912, NRIC 0150, NRRL B-2879, VKM Ac-1105",1,Paenarthrobacter aurescens,GCA_006538985,optimum,28
7523,,"DSM 20115, ATCC 11442, CCUG 23888, NCIB 9541, LMG 3822, JCM 2520, BCRC 12111, CGMCC 1.1924, CIP 106988, IAM 14585, IFO 15510, KCTC 3380, NBRC 15510, NCIMB 9541, NRIC 0152, VKM Ac-1978, CCRC 12111",1,Paenarthrobacter histidinolovorans,GCA_014647595,optimum,28
7619,Cr-2,"DSM 20138, ATCC 14264, NCPPB 1228, CCUG 23889, LMG 3659, LMG 7254, CIP 107004, CCM 4967, JCM 12267, CECT 4207, CFBP 1380, HAMBI 1849, IAM 14586, ICMP 2607, IFO 15514, NBRC 15514, VKM Ac-1987, PDDCC 2607",1,Paenarthrobacter ilicis,GCA_011761315,optimum,28
7576,,"DSM 420, ATCC 49919, JCM 3874, CGMCC 1.1933, CIP 106990, IAM 14587, IFO 15511, KCTC 9902, LMG 16253, NBRC 15511, NCAIM B.02133, NCAIM B.02288, VKM Ac-1988",1,Paenarthrobacter nicotinovorans,GCA_014648735,optimum,28
7592,G2-1,"DSM 15232, CCM 4924, JCM 14115, CIP 108435, IAM 15314",1,Paenarthrobacter nitroguajacolicus,GCA_001313365,optimum,27.5
7571,"NC, Murein A11.17","DSM 20126, ATCC 7562, CCM 1644, CIP 67.3, NCIB 7811, JCM 1337, BCRC 10368, CGMCC 1.1897, IAM 1658, IFO 12140, KCCM 40801, KCTC 3387, LMG 3812, MTCC 3454, NBRC 12140, NCIMB 7811, NCTC 7811, NRIC 0157, VKM Ac-1121, VKM Ac-1132, CCUG 577",1,Paenarthrobacter ureafaciens,GCA_004028095,optimum,28
133094,KUDC4121,"DSM 24950, KCTC 13870",1,Paenibacillus aceris,GCA_017874035,optimum,30
140618,L14,"CGMCC 1.15420, JCM 31170",1,Paenibacillus aceti,GCA_003614185,optimum,37
11645,CJ25,"DSM 23861, JCM 15521, KACC 13125, KCTC 13753",1,Paenibacillus aestuarii,GCA_027789125,optimum,33.5
158574,Q4-3,"CGMCC 1.16134, KCTC 33911, KCTC 43225, CIP 111608",1,Paenibacillus albidus,GCA_014644435,optimum,29.00
11584,KSL-134,"DSM 17040, CIP 109150, KCTC 3956",1,Paenibacillus alkaliterrae,GCA_021532375,optimum,30
11575,MH21,"DSM 15890, ATCC BAA-844, CIP 109447, KCTC 13749",1,Paenibacillus anaericanus,GCA_003994475,optimum,32.5
166335,MAH-34,"KACC 19974, CGMCC 1.16610",1,Paenibacillus anseongense,GCA_009757995,optimum,29.00
134087,20CM,"LMG 22078, CECT 5836, CIP 108571",1,Paenibacillus antarcticus,GCA_001637225,optimum,12.5
167512,,"KCTC 33956, CGMCC 1.13505, SYSU K30003",1,Paenibacillus antri,GCA_005765165,optimum,37
11599,,"DSM 18201, CIP 109026, JCM 13186, MTCC 6934, GPTSA 11, BCRC 17546, KCTC 13627",1,Paenibacillus assamensis,GCA_000422445,optimum,28.5
141156,NF2-4-5,"KACC 18967, LMG 29963, DSM 104138",1,Paenibacillus azotifigens,GCA_008635805,optimum,30
140850,Back-11,"KCTC 33723, CECT 8890",1,Paenibacillus baekrokdamisoli,GCA_003945345,optimum,25
11585,BP-23,"DSM 15478, CECT 7022, CIP 108718",1,Paenibacillus barcinonensis,GCA_003217495,optimum,25
11612,SAFN-016,"DSM 22255, ATCC BAA-1209, CIP 109354, NBRC 101215",1,Paenibacillus barengoltzii,GCA_004000745,optimum,37
132451,"BD 3526, BD3526","DSM 28815, CGMCC 8333",1,Paenibacillus bovis,GCA_001421015,optimum,32.50
11634,Ch-32,"DSM 19417, CECT 7279",1,Paenibacillus castaneae,GCA_002884445,optimum,30
23182,D75,"DSM 24714, CGMCC 1.10784",1,Paenibacillus catalpae,GCA_900112695,optimum,26.5
132589,LC2-13A,"DSM 101873, NRRL B-65368, UICC B-42",1,Paenibacillus cisolokensis,GCA_018403665,optimum,47.50
133429,CKOBP-6,"BCRC 17728, LMG 24216",1,Paenibacillus contaminans,GCA_003285015,optimum,30
158760,LPB0068,"KACC 18694, JCM 31183",1,Paenibacillus crassostreae,GCA_001637335,optimum,25
11607,"LGC-32714SD17, SD17","DSM 22254, CIP 108552, KCTC 10016BP, NBRC 100335, CIP 108599",1,Paenibacillus elgii,GCA_004000865,optimum,32.5
134004,PECAE04,"LMG 27297, CECT 8234, CIP 110709",1,Paenibacillus endophyticus,GCA_014192395,optimum,30
132397,SH7,"DSM 29760, CECT 8558",1,Paenibacillus etheri,GCA_001012825,optimum,30
133092,I12B-01101,"DSM 26048, KCTC 33054, CPCC 100226, CPCC 100226T",1,Paenibacillus eucommiae,GCA_017874215,optimum,30.00
166418,DXL2,"KCTC 33976, CCTCC AB 2018054",1,Paenibacillus flagellatus,GCA_003217775,optimum,37
11625,ZL,"DSM 21315, BCRC 17579, LMG 23577, CIP 110593, KCTC 13624",1,Paenibacillus fonticola,GCA_000381905,optimum,32.5
11603,,"DSM 18677, CIP 109800, KCTC 13059, Gsoil 139",1,Paenibacillus ginsengarvi,GCA_003626695,optimum,37
11632,,"DSM 21568, JCM 14928, KCTC 13141, DCY 16",1,Paenibacillus ginsengihumi,GCA_000380965,optimum,37
11648,,"DSM 22343, NCCB 100252, KFC 91, CIP 110200",1,Paenibacillus glacialis,GCA_001637205,optimum,22
11635,"B519, 22.101","DSM 16969, KCTC 3951",1,Paenibacillus harenae,GCA_000422465,optimum,33.5
11616,PC-147,"DSM 18784, CIP 110609, LMG 23886, NBRC 102415, NRBC 102415",1,Paenibacillus humicus,GCA_004000905,optimum,27.5
11647,FeL05,"DSM 22170, ACCC 10718, CGMCC 1.8907, CIP 110610",1,Paenibacillus hunanensis,GCA_014645615,optimum,30
11563,"MB 1871, R-7191","DSM 15596, CIP 108827, LMG 21940",1,Paenibacillus lactis,GCA_017873605,optimum,35
166183,R-3,"CGMCC 1.16135, KCTC 33912",1,Paenibacillus luteus,GCA_006542765,optimum,29.00
132390,R55,"DSM 29850, CGMCC 1.15043",1,Paenibacillus marchantiophytorum,GCA_014640555,optimum,28
11579,2301065,"KCTC 3991, DSM 16942, CCUG 48215, CIP 107939",1,Paenibacillus massiliensis subsp. massiliensis,GCA_000377505,optimum,33.5
11615,,"DSM 21345, KCTC 13020, LMG 23405, Gsoil 1411",1,Paenibacillus massiliensis subsp. panacisoli,GCA_000426545,optimum,37
11609,C/2,"DSM 19248, CCM 4839, LMG 23002, CIP 109077",1,Paenibacillus mendelii,GCA_024498075,optimum,27.5
168539,,"SYSU K30004, KCTC 33957, CGMCC 1.13872",1,Paenibacillus mesophilus,GCA_005938385,optimum,37
133206,BL24,"NRRL B-51698, CCM 7577",1,Paenibacillus methanolicus,GCA_008124765,optimum,30
159846,RA17,"KCTC 33894, CCTCC AB 2017053",1,Paenibacillus montanisoli,GCA_003268025,optimum,28
11636,MX2-3,"DSM 22867, KCTC 13044, PCU 276, TISTR 1828",1,Paenibacillus nanensis,GCA_003583765,optimum,37
140932,P5-1,"CGMCC 1.15178, NBRC 111536",1,Paenibacillus nasutitermitis,GCA_014641075,optimum,30
164567,,"JCM 33462, KCOM 3021, ChDC PVNT-B20",1,Paenibacillus oralis,GCA_003863965,optimum,35
159376,MS2379,"DSM 107750, ATCC TSD-165",1,Paenibacillus ottowii,GCA_006874425,optimum,30
159805,M4BSY-1,"KCTC 33997, CGMCC 1.13667",1,Paenibacillus paeoniae,GCA_003388735,optimum,30
24280,RCB-08,"DSM 28340, CECT 7358, KCTC 13222, CIP 110298",1,Paenibacillus pectinilyticus,GCA_001700435,optimum,30
140866,PM10,"LMG 28691, CECT 8827",1,Paenibacillus periandrae,GCA_022458865,optimum,30
11589,,"DSM 17399, CECT 5862, LMG 22192, PALXIL 04, CIP 108717",1,Paenibacillus phyllosphaerae,GCA_014192105,optimum,28
